,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x,team_strength_rank,opponent_strength_rank,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence
719,655,Andre Brooks,44,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
385,267,Andreas Hoelgebaum Pereira,53,MID,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
679,711,Andrew Omobamidele,45,DEF,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
439,307,Andrew Robertson,65,DEF,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
257,186,Andrey Nascimento dos Santos,42,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
504,727,Andros Townsend,50,MID,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
573,597,André Onana,50,GKP,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
350,244,André Tavares Gomes,44,MID,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
370,579,Andy Lonergan,39,GKP,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
693,471,Anel Ahmedhodžić,43,DEF,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
797,577,Angelo Ogbonna,42,DEF,West Ham,Liverpool,2024-04-27T11:30:00Z,True,West Ham,10,3,1370,1350,1390
713,587,Anis Slimane,47,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
199,700,Anssumane Fati Vieira,64,MID,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
636,378,Anthony Elanga,50,MID,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
600,412,Anthony Gordon,61,MID,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,False,Newcastle,6,16,1070,1080,1060
391,273,Anthony Knockaert,44,MID,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
562,390,Anthony Martial,64,FWD,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
100,82,Antoine Semenyo,45,FWD,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
401,283,Antonee Robinson,46,DEF,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
546,372,Antony Matheus dos Santos,68,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
720,656,Antwoine Hackford,44,FWD,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
482,331,Aribim Pepple,45,FWD,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
226,172,Arijanet Muric,43,GKP,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
383,193,Armando Broja,49,FWD,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
372,601,Arnaut Danjuma Groeneveld,52,MID,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
768,702,Ashley Phillips,40,DEF,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
371,588,Ashley Young,44,DEF,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
689,27,Auston Trusty,39,DEF,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
288,611,Axel Disasi,49,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
508,831,Axel Piesold,45,MID,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
527,357,Aymeric Laporte,49,DEF,Brighton,Man City,2024-04-25T19:00:00Z,False,Man City,1,9,1100,1070,1135
229,175,Bailey Peacock-Farrell,40,GKP,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
192,152,Bart Verbruggen,44,GKP,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
293,671,Bashir Humphreys,40,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
727,775,Ben Brereton,50,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
265,195,Ben Chilwell,54,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
738,495,Ben Davies,43,DEF,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
448,628,Ben Doak,43,MID,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
358,252,Ben Godfrey,43,DEF,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
110,619,Ben Greenwood,40,DEF,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
202,746,Ben Jackson,40,DEF,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
789,536,Ben Johnson,44,DEF,West Ham,Liverpool,2024-04-27T11:30:00Z,True,West Ham,10,3,1370,1350,1390
140,109,Ben Mee,48,DEF,Everton,Brentford,2024-04-27T16:30:00Z,False,Brentford,13,15,1095,1125,1065
710,489,Ben Osborn,48,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
629,739,Ben Parkinson,45,FWD,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,False,Newcastle,6,16,1070,1080,1060
97,79,Ben Pearson,45,MID,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
811,547,Bendegúz Bolla,40,DEF,Wolves,Bournemouth,2024-04-24T18:45:00Z,True,Wolves,14,12,1100,1130,1075
201,742,Benicio Baker-Boaitey,45,MID,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
163,834,Benjamin Arthur,40,DEF,Everton,Brentford,2024-04-27T16:30:00Z,False,Brentford,13,15,1095,1125,1065
162,797,Benjamin Fredrick,40,DEF,Everton,Brentford,2024-04-27T16:30:00Z,False,Brentford,13,15,1095,1125,1065
23,29,Benjamin White,60,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
262,191,Benoît Badiashile,44,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
515,344,Bernardo Veiga de Carvalho e Silva,62,MID,Brighton,Man City,2024-04-25T19:00:00Z,False,Man City,1,9,1100,1070,1135
393,275,Bernd Leno,48,GKP,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
63,59,Bertrand Traoré,50,MID,Aston Villa,Chelsea,2024-04-27T19:00:00Z,True,Aston Villa,4,8,1190,1150,1230
729,822,Billy Blacker,45,FWD,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
174,133,Billy Gilmour,48,MID,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
447,627,Bobby Clark,44,MID,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
388,270,Bobby De Cordova-Reid,53,MID,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
233,179,Bobby Thomas,40,DEF,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
52,47,Boubacar Kamara,50,MID,Aston Villa,Chelsea,2024-04-27T19:00:00Z,True,Aston Villa,4,8,1190,1150,1230
835,574,Boubacar Traoré,43,MID,Wolves,Bournemouth,2024-04-24T18:45:00Z,True,Wolves,14,12,1100,1130,1075
33,737,Bradley Ibrahim,45,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
661,459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
637,434,Brandon Aguilera Zamora,45,MID,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
734,491,Brandon Austin,39,GKP,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
548,374,Brandon Williams,40,DEF,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
733,450,Brennan Johnson,58,MID,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
547,373,Bruno Borges Fernandes,83,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
823,561,Bruno Cavaco Jordão,43,MID,Wolves,Bournemouth,2024-04-24T18:45:00Z,True,Wolves,14,12,1100,1130,1075
594,406,Bruno Guimarães Rodriguez Moura,58,MID,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,False,Newcastle,6,16,1070,1080,1060
737,494,Bryan Gil Salvatierra,49,MID,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
139,108,Bryan Mbeumo,68,MID,Everton,Brentford,2024-04-27T16:30:00Z,False,Brentford,13,15,1095,1125,1065
17,19,Bukayo Saka,90,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
715,593,Bénie Traoré,51,FWD,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
220,166,CJ Egan-Riley,39,DEF,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
120,855,Callan McKenna,40,GKP,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
635,205,Callum Hudson-Odoi,47,MID,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
806,785,Callum Marshall,45,FWD,West Ham,Liverpool,2024-04-27T11:30:00Z,True,West Ham,10,3,1370,1350,1390
453,728,Callum Scanlon,39,DEF,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
621,433,Callum Wilson,78,FWD,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,False,Newcastle,6,16,1070,1080,1060
42,37,Calum Chambers,38,DEF,Aston Villa,Chelsea,2024-04-27T19:00:00Z,True,Aston Villa,4,8,1190,1150,1230
409,610,Calvin Bassey,44,DEF,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
690,33,Cameron Archer,42,FWD,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
206,786,Cameron Peupion,45,MID,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
433,301,Caoimhin Kelleher,39,GKP,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
198,690,Carlos Baleba,45,MID,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
550,376,Carlos Henrique Casimiro,53,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
476,325,Carlos Mendes Gomes,45,MID,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
405,287,Carlos Vinícius Alves Morais,45,FWD,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
477,326,Carlton Morris,49,FWD,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
266,196,Carney Chukwuemeka,42,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
491,340,Cauley Woodrow,43,FWD,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
303,791,Cesare Casadei,45,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
31,735,Charles Sagoe,45,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
133,102,Charlie Goode,39,DEF,Everton,Brentford,2024-04-27T16:30:00Z,False,Brentford,13,15,1095,1125,1065
232,178,Charlie Taylor,39,DEF,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
316,223,Cheick Doucouré,48,MID,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,True,Crystal Palace,16,6,1280,1210,1355
653,451,Cheikhou Kouyaté,48,MID,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
479,328,Chiedozie Ogbene,48,FWD,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
696,474,Chris Basham,39,DEF,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
93,75,Chris Mepham,43,DEF,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
331,238,Chris Richards,39,DEF,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,True,Crystal Palace,16,6,1280,1210,1355
670,468,Chris Wood,49,FWD,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
510,844,Christian Chigozie,40,DEF,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
552,379,Christian Eriksen,58,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
141,110,Christian Nørgaard,52,MID,Everton,Brentford,2024-04-27T16:30:00Z,False,Brentford,13,15,1095,1125,1065
279,213,Christian Pulisic,55,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
278,212,Christopher Nkunku,72,FWD,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
72,699,Clément Lenglet,45,DEF,Aston Villa,Chelsea,2024-04-27T19:00:00Z,True,Aston Villa,4,8,1190,1150,1230
429,297,Cody Gakpo,71,FWD,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
285,362,Cole Palmer,62,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
230,176,Connor Roberts,43,DEF,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
456,757,Conor Bradley,42,DEF,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
782,529,Conor Coventry,43,MID,West Ham,Liverpool,2024-04-27T11:30:00Z,True,West Ham,10,3,1370,1350,1390
271,202,Conor Gallagher,54,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
815,551,Craig Dawson,45,DEF,Wolves,Bournemouth,2024-04-24T18:45:00Z,True,Wolves,14,12,1100,1130,1075
753,511,Cristian Romero,51,DEF,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
432,300,Curtis Jones,49,MID,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
1,2,Cédric Alves Soares,38,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
260,189,César Azpilicueta,45,DEF,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
507,798,Daiki Hashioka,40,DEF,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
595,407,Dan Burn,45,DEF,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,False,Newcastle,6,16,1070,1080,1060
484,333,Dan Potts,39,DEF,Wolves,Luton,2024-04-27T14:00:00Z,False,Luton,18,14,1100,1085,1115
766,640,Dane Scarlett,45,FWD,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
96,78,Dango Ouattara,47,MID,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
810,546,Daniel Bentley,39,GKP,Wolves,Bournemouth,2024-04-24T18:45:00Z,True,Wolves,14,12,1100,1130,1075
829,568,Daniel Castelo Podence,53,MID,Wolves,Bournemouth,2024-04-24T18:45:00Z,True,Wolves,14,12,1100,1130,1075
577,685,Daniel Gore,45,MID,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
704,483,Daniel Jebbison,48,FWD,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,False,Sheffield Utd,20,7,1125,1130,1120
345,792,Daniel Muñoz,45,DEF,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,True,Crystal Palace,16,6,1280,1210,1355
645,442,Danilo dos Santos de Oliveira,53,MID,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
788,535,Danny Ings,55,FWD,West Ham,Liverpool,2024-04-27T11:30:00Z,True,West Ham,10,3,1370,1350,1390
194,154,Danny Welbeck,57,FWD,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
218,164,Dara Costelloe,45,MID,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
227,173,Dara O'Shea,44,DEF,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
216,162,Darko Churlinov,44,MID,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
98,80,Darren Randolph,39,GKP,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
425,293,Darwin Núñez Ribeiro,78,FWD,Everton,Liverpool,2024-04-24T19:00:00Z,False,Liverpool,3,15,1095,1125,1065
82,64,David Brooks,47,MID,Wolves,Bournemouth,2024-04-24T18:45:00Z,False,Bournemouth,12,14,1100,1085,1115
239,200,David Datro Fofana,50,FWD,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
342,721,David Ozoh,45,MID,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,True,Crystal Palace,16,6,1280,1210,1355
26,113,David Raya Martin,52,GKP,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
754,512,Davinson Sánchez,44,DEF,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
337,385,Dean Henderson,44,GKP,Crystal Palace,Newcastle,2024-04-24T19:00:00Z,True,Crystal Palace,16,6,1280,1210,1355
27,540,Declan Rice,55,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,True,Arsenal,2,8,1190,1150,1230
294,677,Deivid Washington de Souza Eugênio,45,FWD,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
744,501,Dejan Kulusevski,67,MID,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
354,248,Dele Alli,48,MID,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
359,253,Demarai Gray,53,MID,Everton,Liverpool,2024-04-24T19:00:00Z,True,Everton,15,3,1370,1350,1390
223,169,Denis Franchi,39,GKP,Man Utd,Burnley,2024-04-27T14:00:00Z,False,Burnley,19,7,1125,1130,1120
189,149,Deniz Undav,55,FWD,Brighton,Man City,2024-04-25T19:00:00Z,True,Brighton,9,1,1365,1360,1370
586,835,Dermot Mee,40,GKP,Man Utd,Sheffield Utd,2024-04-24T19:00:00Z,True,Man Utd,7,20,1040,1020,1060
761,519,Destiny Udogie,50,DEF,Spurs,Arsenal,2024-04-28T13:00:00Z,True,Spurs,5,2,1365,1370,1360
684,780,Detlef Esapa Osong,45,FWD,Nott'm Forest,Man City,2024-04-28T15:30:00Z,True,Nott'm Forest,17,1,1365,1360,1370
418,732,Devan Tanton,40,DEF,Fulham,Crystal Palace,2024-04-27T14:00:00Z,True,Fulham,11,16,1100,1120,1085
46,41,Diego Carlos Santos Silva,44,DEF,Aston Villa,Chelsea,2024-04-27T19:00:00Z,True,Aston Villa,4,8,1190,1150,1230
296,681,Diego Manuel Jadon da Silva Moreira,45,MID,Arsenal,Chelsea,2024-04-23T19:00:00Z,False,Chelsea,8,2,1350,1370,1330
