,total_points,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,clean_sheetsALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_clean_sheets_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
9159,6,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,11,1100,1130,1075,0.0,0.0,11.6,0.4,1.92,0.2,0.0,1.04,6.76,50.0,1.6,2.6,53.2,1,12
9160,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,20,1040,1020,1060,0.0,0.0,11.6,0.4,1.92,0.2,0.0,1.04,6.76,50.0,1.6,2.6,53.2,1,20
9161,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,5,1100,1055,1150,0.0,0.0,9.6,0.4,1.22,0.0,0.0,0.52,2.68,32.0,1.2,2.4,53.2,1,10
9162,1,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,17,1100,1120,1085,0.0,0.0,5.8,0.2,0.36,0.0,0.0,0.22,1.76,14.2,0.0,1.4,53.2,1,16
9163,1,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,19,1095,1125,1065,0.0,0.0,7.4,0.2,0.72,0.2,0.0,0.3,2.16,22.6,0.0,1.6,53.0,1,15
9164,2,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,22,1050,1050,1050,0.0,0.0,5.2,0.0,1.06,0.4,0.0,0.62,5.08,26.6,0.0,0.8,53.0,1,19
9165,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,1,1045,1050,1040,0.0,0.0,5.2,0.0,1.06,0.4,0.0,0.62,5.08,26.6,0.0,0.8,53.4,1,19
9166,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,25,1190,1150,1230,0.0,0.0,5.2,0.0,1.06,0.4,0.0,0.62,5.08,26.6,0.0,0.8,53.4,1,8
9167,7,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,24,1100,1125,1080,0.0,0.2,10.2,0.2,4.58,0.4,0.0,1.28,8.24,44.4,0.0,2.0,53.4,1,15
9168,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,7,1100,1085,1115,0.0,0.2,8.6,0.2,4.22,0.2,0.0,1.2,7.84,36.0,0.0,1.8,53.4,1,14
9169,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,12,1125,1080,1170,0.0,0.2,5.6,0.2,3.52,0.0,0.0,0.66,3.16,18.0,0.0,1.4,53.4,1,8
9170,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,14,1230,1150,1310,0.0,0.2,5.6,0.2,3.52,0.0,0.0,0.66,3.16,18.0,0.0,1.4,53.0,1,5
9171,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,4,1175,1180,1170,0.0,0.2,5.6,0.2,3.52,0.0,0.0,0.66,3.16,18.0,0.0,1.4,53.0,1,11
9172,6,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,10,1125,1130,1120,0.0,0.0,5.4,0.2,7.08,0.0,0.0,1.12,3.28,18.0,0.8,1.2,53.0,1,7
9173,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,23,1100,1110,1090,0.0,0.0,5.4,0.2,7.08,0.0,0.0,1.12,3.28,18.0,0.8,1.2,53.0,1,13
9174,2,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,9,1210,1180,1240,0.0,0.0,8.2,0.2,8.36,0.2,0.0,1.34,3.88,32.8,1.2,1.6,53.0,1,9
9175,5,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,25,1100,1055,1150,0.0,0.0,12.8,0.4,10.3,0.2,0.0,2.14,6.6,50.8,4.6,2.6,53.0,1,13
9176,1,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,8,1350,1370,1330,0.0,0.0,13.4,0.4,10.38,0.4,0.0,2.16,6.72,55.2,4.6,2.8,53.0,1,2
9177,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,6,1100,1125,1080,0.0,0.0,8.0,0.2,3.3,0.4,0.0,1.04,3.44,37.2,3.8,1.6,53.0,1,17
9178,0,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,21,1105,1050,1160,0.0,0.0,8.0,0.2,3.3,0.4,0.0,1.04,3.44,37.2,3.8,1.6,53.0,1,6
9179,1,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,16,1055,1020,1090,0.0,0.0,5.8,0.2,2.02,0.2,0.0,0.86,3.28,26.6,3.4,1.4,53.0,1,18
9180,10,1,0,51,950,7,108.1,172.8,70,3,222,35.1,5,0,2,53,28,1240,1210,1270,0.0,0.4,6.6,0.0,0.98,0.4,0.2,1.88,11.24,26.6,6.6,2.4,53.0,1,3
9209,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,6,1055,1020,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,14,18
9210,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,25,1170,1110,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,14,5
9211,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,9,1100,1055,1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67,14,12
9212,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,16,1100,1125,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,14,17
9213,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,3,1095,1125,1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,14,15
9214,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,4,1070,1080,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,14,16
9215,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,26,1040,1020,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,14,20
9216,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,21,1100,1070,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,14,9
9217,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,27,1105,1050,1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,14,6
9218,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,18,1190,1150,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14,8
9219,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,13,1055,1050,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,14,11
9220,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,11,1030,1045,1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,14,20
9221,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,17,1100,1055,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,14,10
9222,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,8,1285,1220,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14,4
9223,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,10,1280,1210,1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,14,6
9224,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,19,1100,1110,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,14,13
9225,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,15,1050,1050,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,14,19
9226,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,22,1220,1210,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,14,7
9227,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,20,1100,1125,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14,15
9228,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,5,1370,1350,1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14,3
9229,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,12,1230,1150,1310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14,5
9230,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,24,1100,1055,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14,13
9231,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,1,1125,1130,1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,14,7
9232,1,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,7,1365,1360,1370,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.0,0.2,43.8,14,1
9233,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,2,1210,1180,1240,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.0,0.2,44.0,14,9
9234,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,23,1125,1080,1170,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.0,0.2,44.0,14,8
9235,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,28,1175,1180,1170,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.0,0.2,44.0,14,11
9236,0,0,0,1,4,0,0.0,5.0,0,0,3,0.5,0,0,0,43,14,1350,1370,1330,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.0,0.2,43.6,14,2
9237,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,5,1050,1050,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,19
9238,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,29,1055,1020,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,18
9239,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,20,1220,1210,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,7
9240,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,11,1285,1220,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,4
9241,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,4,1125,1080,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,8
9242,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,24,1280,1210,1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,6
9243,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,12,1100,1055,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,10
9244,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,28,1100,1070,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,9
9245,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,23,1100,1055,1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,12
9246,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,17,1230,1150,1310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,5
9247,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,22,1365,1370,1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,2
9248,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,3,1125,1130,1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,7
9249,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,18,1100,1130,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,12
9250,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,6,1355,1350,1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,1
9251,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,15,1055,1050,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,11
9252,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,27,1370,1350,1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,3
9253,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,26,1160,1140,1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,4
9254,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,8,1070,1080,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,16
9255,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,14,1100,1125,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,15
9256,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,21,1100,1110,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,13
9257,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,19,1105,1050,1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,6
9258,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,1,1350,1370,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,2
9259,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,2,1040,1020,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,20
9260,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,10,1240,1210,1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,3
9261,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,25,1145,1140,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,10
9262,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,9,1090,1060,1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,18
9263,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,13,1210,1180,1240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,9
9264,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,16,1100,1085,1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,14
9265,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,40,7,1100,1055,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17,13
9295,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,26,1175,1180,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7,11
9296,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,9,1030,1045,1020,0.0,0.0,6.5,0.0,5.85,0.5,0.0,1.1,5.3,41.5,0.0,0.5,40.0,7,20
9297,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,5,1210,1180,1240,0.0,0.0,4.33,0.0,3.9,0.33,0.0,0.73,3.53,27.67,0.0,0.33,40.0,7,9
9298,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,25,1055,1020,1090,0.0,0.0,5.5,0.0,3.0,0.25,0.0,1.15,8.5,32.0,0.0,0.5,40.0,7,18
9299,6,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,28,1100,1125,1080,0.0,0.0,9.4,0.2,4.48,0.2,0.0,1.84,13.44,43.2,0.4,1.6,40.0,7,15
9300,6,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,17,1240,1210,1270,0.0,0.0,13.6,0.4,4.52,0.2,0.0,2.22,17.16,61.2,0.4,2.8,40.0,7,3
9301,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,10,1365,1360,1370,0.0,0.0,13.4,0.4,2.24,0.6,0.0,1.96,16.84,62.6,0.4,2.8,40.0,7,1
9302,12,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,6,1045,1050,1040,0.2,0.6,21.2,0.6,5.08,0.6,0.0,2.94,23.32,80.2,0.8,5.2,40.0,7,19
9303,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,18,1100,1055,1150,0.2,0.6,21.0,0.6,5.82,1.0,0.0,2.86,21.04,89.2,1.6,5.0,40.0,7,10
9304,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,12,1090,1060,1120,0.2,0.6,16.0,0.4,3.74,1.0,0.0,1.94,14.4,71.6,1.2,3.8,40.0,7,18
9305,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,13,1095,1125,1065,0.2,0.6,11.8,0.2,3.7,1.0,0.0,1.56,10.68,53.6,1.2,2.6,40.0,7,15
9306,2,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,27,1355,1350,1360,0.2,0.6,12.2,0.2,3.64,0.6,0.0,1.88,13.96,49.2,1.2,2.8,40.0,7,1
9307,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,22,1100,1085,1115,0.0,0.0,5.8,0.0,2.9,0.8,0.0,1.24,7.88,31.8,1.6,0.6,40.0,7,14
9308,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,7,1100,1120,1085,0.0,0.0,4.2,0.0,2.1,0.4,0.0,0.84,5.48,13.8,0.8,0.6,40.0,7,16
9309,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,14,1105,1050,1160,0.0,0.0,4.2,0.0,2.1,0.4,0.0,0.84,5.48,13.8,0.8,0.6,40.0,7,6
9310,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,19,1285,1220,1350,0.0,0.0,7.6,0.0,2.18,0.8,0.0,1.36,10.16,31.8,1.2,0.8,40.0,7,4
9311,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,4,1350,1370,1330,0.0,0.0,5.6,0.0,2.18,1.0,0.0,0.96,6.16,19.4,1.2,0.4,40.0,7,2
9312,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,20,1065,1050,1080,0.0,0.0,6.8,0.0,0.34,1.2,0.0,0.94,8.6,37.2,0.4,0.4,40.0,7,17
9313,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,15,1190,1150,1230,0.0,0.0,7.4,0.0,0.4,1.2,0.0,0.94,8.6,37.4,0.4,0.6,40.0,7,8
9314,0,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,23,1145,1140,1150,0.0,0.0,7.4,0.0,0.4,1.2,0.0,0.94,8.6,37.4,0.4,0.6,40.0,7,10
9315,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,21,1230,1150,1310,0.0,0.0,5.8,0.0,0.36,1.2,0.0,0.8,7.6,31.8,0.0,0.6,40.0,7,5
9316,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,24,1160,1140,1180,0.0,0.0,5.6,0.0,0.36,0.8,0.0,0.74,6.92,30.8,0.0,0.8,40.0,7,4
9317,2,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,8,1100,1055,1150,0.0,0.0,6.2,0.0,2.56,0.6,0.0,0.96,7.08,30.8,0.0,1.0,40.0,7,13
9318,6,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,11,1055,1050,1060,0.0,0.0,10.2,0.2,2.54,0.6,0.0,1.34,9.36,48.6,1.4,2.0,40.0,7,11
9319,1,0,1,44,1084,17,67.0,258.2,21,3,239,34.8,4,0,2,40,16,1100,1130,1075,0.0,0.0,10.8,0.2,2.68,0.6,0.0,1.4,9.72,50.8,1.4,2.2,40.0,7,12
9376,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,24,1240,1210,1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,19,3
9377,1,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,12,1350,1370,1330,0.0,0.0,9.0,0.0,10.65,1.5,0.0,2.55,14.7,45.0,0.0,0.5,40.0,19,2
9378,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,7,1105,1050,1160,0.0,0.0,11.33,0.0,7.37,1.67,0.0,2.57,18.33,60.0,0.0,0.33,40.0,19,6
9379,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,3,1285,1220,1350,0.0,0.0,8.5,0.0,5.52,1.25,0.0,1.92,13.75,45.0,0.0,0.25,40.0,19,4
9380,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,22,1355,1350,1360,0.0,0.0,6.8,0.0,4.42,1.0,0.0,1.54,11.0,36.0,0.0,0.2,40.0,19,1
9381,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,9,1100,1110,1090,0.0,0.0,6.8,0.0,4.42,1.0,0.0,1.54,11.0,36.0,0.0,0.2,40.0,19,13
9382,2,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,16,1100,1070,1135,0.0,0.0,6.4,0.0,0.18,0.6,0.0,1.2,11.84,36.0,0.0,0.4,40.0,19,9
9383,1,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,19,1370,1350,1390,0.0,0.0,5.4,0.0,0.22,0.6,0.0,1.62,14.0,36.0,2.0,0.6,40.0,19,3
9384,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,25,1365,1370,1360,0.0,0.0,5.4,0.0,0.22,0.6,0.0,1.62,14.0,36.0,2.0,0.6,40.0,19,2
9385,2,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,7,1055,1020,1090,0.0,0.0,8.2,0.0,0.46,0.8,0.0,2.14,19.0,54.0,2.0,1.0,40.0,19,18
9386,11,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,14,1040,1020,1060,0.2,0.6,16.4,0.2,2.76,0.8,0.0,3.06,24.28,72.0,3.6,3.2,40.0,19,20
9387,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,27,1100,1130,1075,0.2,0.6,13.2,0.2,2.74,0.6,0.0,2.38,17.56,54.0,3.6,2.8,39.8,19,12
9388,1,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,20,1160,1140,1180,0.2,0.6,11.6,0.2,2.54,0.2,0.0,1.44,10.28,39.2,1.6,2.8,39.8,19,4
9389,3,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,5,1065,1050,1080,0.2,0.8,15.0,0.2,2.8,0.4,0.0,1.9,14.56,56.6,1.6,3.4,39.8,19,17
9390,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,8,1190,1150,1230,0.2,0.8,12.2,0.2,2.56,0.2,0.0,1.38,9.56,38.6,1.6,3.0,39.8,19,8
9391,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,26,1070,1080,1060,0.0,0.2,4.0,0.0,0.26,0.2,0.0,0.46,4.28,20.6,0.0,0.8,39.8,19,16
9392,1,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,6,1220,1210,1230,0.0,0.2,6.4,0.0,0.56,0.4,0.0,0.96,8.92,38.6,0.0,1.0,40.0,19,7
9393,5,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,18,1055,1050,1060,0.0,0.2,11.0,0.2,0.68,0.4,0.0,1.64,15.28,53.4,0.4,1.8,40.0,19,11
9394,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,15,1100,1085,1115,0.0,0.0,7.6,0.2,0.42,0.2,0.0,1.18,11.0,36.0,0.4,1.2,40.0,19,14
9395,2,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,11,1100,1120,1085,0.0,0.0,9.6,0.2,0.52,0.4,0.0,1.48,13.04,53.0,1.2,1.6,40.0,19,16
9396,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,28,1100,1055,1150,0.0,0.0,9.6,0.2,0.52,0.4,0.0,1.48,13.04,53.0,1.2,1.6,39.8,19,10
9397,0,0,1,30,1234,23,46.1,330.8,35,4,236,41.3,2,0,6,39,29,1100,1055,1150,0.0,0.0,7.2,0.2,0.22,0.2,0.0,0.98,8.4,35.0,1.2,1.4,39.6,19,13
