,total_points,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,clean_sheetsALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_clean_sheets_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
38,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,27,1095,1125,1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,10,15
39,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,22,1100,1130,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,10,12
40,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,2,1190,1150,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,10,8
41,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,19,1350,1370,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,10,2
42,1,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,12,1100,1125,1080,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,42.6,10,17
43,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,14,1100,1120,1085,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,42.6,10,16
44,1,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,24,1365,1370,1360,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,42.6,10,2
45,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,17,1100,1105,1100,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,42.0,10,14
46,1,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,28,1050,1050,1050,0.0,0.0,4.2,0.0,8.24,0.4,0.0,1.16,3.44,21.0,0.0,0.6,42.0,10,19
47,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,11,1100,1110,1090,0.0,0.0,3.6,0.0,8.24,0.4,0.0,1.16,3.44,20.8,0.0,0.4,42.0,10,13
48,-1,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,16,1055,1050,1060,0.0,0.0,3.4,0.0,8.5,1.0,0.0,1.3,4.48,29.8,0.0,0.2,42.0,10,11
49,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,9,1160,1140,1180,0.0,0.0,2.8,0.0,8.5,1.0,0.0,1.3,4.48,27.0,0.0,0.0,42.0,10,4
50,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,15,1170,1110,1230,0.0,0.0,2.8,0.0,8.5,1.0,0.0,1.3,4.48,27.0,0.0,0.0,42.0,10,5
51,1,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,29,1285,1220,1350,0.0,0.0,0.4,0.0,0.32,0.6,0.0,0.16,1.24,10.2,0.0,0.0,42.0,10,4
52,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,26,1100,1055,1150,0.0,0.0,0.4,0.0,0.32,0.6,0.0,0.16,1.24,10.2,0.0,0.0,42.0,10,13
53,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,3,1100,1070,1135,0.0,0.0,0.6,0.0,0.06,0.0,0.0,0.02,0.2,1.2,0.0,0.2,42.4,10,9
54,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,23,1125,1130,1120,0.0,0.0,0.6,0.0,0.06,0.0,0.0,0.02,0.2,1.2,0.0,0.2,42.4,10,7
55,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,21,1030,1045,1020,0.0,0.0,0.6,0.0,0.06,0.0,0.0,0.02,0.2,1.2,0.0,0.2,42.4,10,20
56,0,0,0,5,240,6,63.6,33.4,0,0,41,9.7,0,0,1,42,6,1240,1210,1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,10,3
57,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,25,1355,1350,1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13,1
58,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,20,1070,1080,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13,16
59,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,16,1030,1045,1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13,20
60,1,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,6,1100,1125,1080,0.0,0.0,1.5,0.0,0.57,0.75,0.0,0.15,0.0,18.0,1.25,0.25,44.25,13,15
61,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,8,1125,1130,1120,0.0,0.0,1.2,0.0,0.62,1.0,0.0,0.12,0.0,32.4,1.4,0.2,44.4,13,7
62,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,29,1045,1050,1040,0.0,0.0,1.2,0.0,0.62,1.0,0.0,0.12,0.0,32.4,1.4,0.2,44.4,13,19
63,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,27,1190,1150,1230,0.0,0.0,1.2,0.0,0.62,1.0,0.0,0.12,0.0,32.4,1.4,0.2,44.4,13,8
64,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,26,1100,1055,1150,0.0,0.0,1.2,0.0,0.62,1.0,0.0,0.12,0.0,32.4,1.4,0.2,44.4,13,10
65,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,25,1370,1350,1390,0.0,0.0,0.0,0.0,0.16,0.4,0.0,0.0,0.0,18.0,0.4,0.0,44.2,13,3
66,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,28,1350,1370,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13,2
67,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,19,1100,1105,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13,14
68,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,15,1100,1070,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13,9
69,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,1,1230,1150,1310,0.0,0.0,1.4,0.0,2.16,0.4,0.0,0.52,2.2,14.2,0.8,0.0,44.2,13,5
70,5,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,2,1055,1050,1060,0.0,0.0,4.4,0.2,2.46,0.4,0.0,0.56,2.2,29.6,0.8,1.0,44.4,13,11
71,1,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,5,1105,1050,1160,0.0,0.0,5.6,0.2,2.72,0.6,0.0,1.2,4.2,45.8,5.0,1.2,44.6,13,6
72,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,22,1170,1110,1230,0.0,0.0,5.6,0.2,2.72,0.6,0.0,1.2,4.2,45.8,5.0,1.2,44.6,13,5
73,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,24,1100,1085,1115,0.0,0.0,5.6,0.2,2.72,0.6,0.0,1.2,4.2,45.8,5.0,1.2,44.6,13,14
74,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,12,1240,1210,1270,0.0,0.0,4.2,0.2,0.56,0.2,0.0,0.68,2.0,31.6,4.2,1.2,44.6,13,3
75,2,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,3,1100,1120,1085,0.0,0.0,3.8,0.0,1.02,0.4,0.0,1.0,4.48,34.2,4.6,0.6,44.6,13,16
76,0,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,43,13,1365,1370,1360,0.0,0.0,2.6,0.0,0.76,0.2,0.0,0.36,2.48,18.0,0.4,0.4,44.6,13,2
