,total_points,total_pointsALL,minutesALL,goals_concededALL,influenceALL,bonusALL,bpsALL,ict_indexALL,clean_sheetsALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,AV_bonus_past5,AV_bps_past5,AV_clean_sheets_past5,AV_goals_conceded_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_penalties_saved_past5,AV_saves_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
8309,1,41,1350,28,347.4,5,270,34.7,2,0,0,41,19,1230,1150,0.0,6.0,0.0,0.8,0.96,9.64,36.0,0.0,1.0,0.6,42.4,9,5
8310,3,41,1350,28,347.4,5,270,34.7,2,0,0,41,2,1100,1085,0.0,10.2,0.0,1.0,1.72,17.32,54.0,0.0,1.8,1.2,42.8,9,14
8311,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,8,1370,1350,0.0,6.4,0.0,0.6,1.04,10.48,36.0,0.0,1.0,0.8,43.2,9,3
8312,8,41,1350,28,347.4,5,270,34.7,2,0,0,41,20,1100,1055,0.4,12.6,0.2,0.6,1.4,14.12,54.0,0.0,1.4,2.4,43.0,9,10
8313,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,11,1095,1125,0.4,12.6,0.2,0.6,1.4,14.12,54.0,0.0,1.4,2.4,43.2,9,15
8314,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,18,1070,1080,0.4,10.4,0.2,0.2,1.12,11.32,36.0,0.0,1.2,2.2,43.2,9,16
8315,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,23,1100,1120,0.4,6.2,0.2,0.0,0.36,3.64,18.0,0.0,0.4,1.6,42.6,9,16
8316,10,41,1350,28,347.4,5,270,34.7,2,0,0,41,21,1100,1105,1.0,12.4,0.4,0.0,0.9,9.12,36.0,0.0,1.0,3.6,42.2,9,14
8317,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,26,1100,1125,0.6,6.2,0.2,0.0,0.54,5.48,18.0,0.0,0.6,2.0,42.2,9,15
8318,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,4,1280,1210,0.6,6.2,0.2,0.0,0.54,5.48,18.0,0.0,0.6,2.0,42.6,9,6
8319,2,41,1350,28,347.4,5,270,34.7,2,0,0,41,12,1040,1020,0.6,8.6,0.2,0.2,0.72,7.28,36.0,0.0,0.8,2.4,42.8,9,20
8320,2,41,1350,28,347.4,5,270,34.7,2,0,0,41,15,1100,1055,0.6,10.2,0.2,0.4,0.8,8.04,54.0,0.0,0.8,2.8,43.0,9,13
8321,3,41,1350,28,347.4,5,270,34.7,2,0,0,41,5,1125,1130,0.0,8.0,0.0,0.6,0.76,7.52,54.0,0.0,0.8,1.4,43.4,9,7
8322,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,3,1145,1140,0.0,8.0,0.0,0.6,0.76,7.52,54.0,0.0,0.8,1.4,44.0,9,10
8323,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,6,1100,1130,0.0,8.0,0.0,0.6,0.76,7.52,54.0,0.0,0.8,1.4,43.8,9,12
8324,2,41,1350,28,347.4,5,270,34.7,2,0,0,41,9,1355,1350,0.0,8.8,0.0,0.8,1.14,11.24,54.0,0.0,1.2,1.4,43.8,9,1
8325,1,41,1350,28,347.4,5,270,34.7,2,0,0,41,14,1125,1080,0.0,9.4,0.0,1.2,1.3,12.92,54.0,0.0,1.6,1.2,43.8,9,8
8326,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,28,1100,1125,0.0,5.4,0.0,1.0,0.8,7.96,36.0,0.0,1.0,0.6,43.4,9,17
8327,1,41,1350,28,347.4,5,270,34.7,2,0,0,41,27,1055,1050,0.0,9.2,0.0,1.6,1.06,10.64,54.0,0.0,1.4,0.8,42.8,9,11
8328,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,13,1065,1050,0.0,9.2,0.0,1.6,1.06,10.64,54.0,0.0,1.4,0.8,42.6,9,17
8329,0,41,1350,28,347.4,5,270,34.7,2,0,0,41,7,1160,1140,0.0,9.2,0.0,2.4,1.24,12.44,54.0,0.0,1.6,0.4,42.8,9,4
8330,1,41,1350,28,347.4,5,270,34.7,2,0,0,41,22,1055,1020,0.0,10.2,0.0,2.6,1.72,17.12,54.0,0.0,2.0,0.4,42.6,9,18
8331,3,41,1350,28,347.4,5,270,34.7,2,0,0,41,10,1175,1180,0.0,14.4,0.0,2.8,2.32,23.12,72.0,0.0,2.8,1.0,42.8,9,11
8332,2,41,1350,28,347.4,5,270,34.7,2,0,0,41,1,1090,1060,0.0,14.2,0.0,2.4,2.5,24.88,72.0,0.0,2.8,1.2,43.4,9,18
9462,10,102,2610,41,709.6,12,527,75.4,8,0,4,46,22,1055,1050,3.0,30.0,1.0,0.0,3.8,37.6,90.0,0.0,5.0,10.0,45.0,15,11
9463,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,12,1070,1080,1.5,22.0,0.5,1.0,3.15,31.1,90.0,0.0,4.0,6.0,44.5,15,16
9464,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,19,1365,1360,1.0,20.33,0.33,1.67,3.6,35.67,90.0,0.0,4.67,4.67,44.33,15,1
9465,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,6,1100,1110,0.75,17.75,0.25,1.5,3.0,29.85,90.0,0.0,3.75,4.0,44.25,15,13
9466,3,102,2610,41,709.6,12,527,75.4,8,0,4,46,25,1100,1120,0.8,17.6,0.2,1.4,2.94,28.56,90.0,0.0,3.4,3.8,44.4,15,16
9467,10,102,2610,41,709.6,12,527,75.4,8,0,4,46,16,1190,1150,0.8,17.4,0.2,1.4,2.6,25.2,90.0,0.0,3.2,3.8,44.2,15,8
9468,1,102,2610,41,709.6,12,527,75.4,8,0,4,46,4,1030,1045,0.8,18.0,0.2,1.4,3.0,29.36,90.0,0.0,3.8,3.6,44.4,15,20
9469,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,23,1230,1150,0.8,17.6,0.2,1.2,2.62,25.56,90.0,0.0,3.4,3.6,44.6,15,5
9470,3,102,2610,41,709.6,12,527,75.4,8,0,4,46,28,1125,1130,0.8,20.6,0.2,1.4,3.24,31.72,90.0,0.0,4.4,3.8,45.0,15,7
9471,4,102,2610,41,709.6,12,527,75.4,8,0,4,46,26,1100,1070,0.6,21.6,0.2,1.4,3.62,36.28,90.0,0.0,5.2,4.0,45.2,15,9
9472,9,102,2610,41,709.6,12,527,75.4,8,0,4,46,21,1285,1220,0.4,21.6,0.2,1.4,3.92,39.2,90.0,0.0,5.2,3.8,45.4,15,4
9473,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,11,1210,1180,0.4,21.4,0.2,1.2,3.58,33.68,90.0,0.0,4.4,4.0,45.2,15,9
9474,3,102,2610,41,709.6,12,527,75.4,8,0,4,46,5,1365,1370,0.4,21.6,0.2,1.0,3.76,33.6,90.0,0.0,4.2,4.2,45.0,15,2
9475,1,102,2610,41,709.6,12,527,75.4,8,0,4,46,13,1220,1210,0.4,18.4,0.2,1.2,3.16,27.56,90.0,0.0,3.2,3.8,44.6,15,7
9476,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,1,1175,1180,0.4,16.0,0.2,1.2,2.72,21.12,90.0,0.0,2.2,3.4,44.4,15,11
9477,0,102,2610,41,709.6,12,527,75.4,8,0,4,46,2,1160,1140,0.0,11.6,0.0,2.0,2.32,17.16,90.0,0.0,2.0,1.6,44.4,15,4
9478,7,102,2610,41,709.6,12,527,75.4,8,0,4,46,15,1280,1210,0.0,13.8,0.2,1.8,2.26,18.56,90.0,0.0,2.2,2.6,44.4,15,6
9479,1,102,2610,41,709.6,12,527,75.4,8,0,4,46,24,1355,1350,0.0,13.0,0.2,2.0,1.8,15.96,90.0,0.0,1.8,2.2,44.6,15,1
9480,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,3,1100,1105,0.0,13.8,0.2,1.6,1.7,14.96,90.0,0.0,2.0,2.4,44.8,15,14
9481,5,102,2610,41,709.6,12,527,75.4,8,0,4,46,10,1100,1055,0.0,16.2,0.4,1.4,1.62,16.2,90.0,0.0,2.2,3.0,44.6,15,10
9482,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,9,1240,1210,0.0,18.6,0.4,1.0,1.76,17.68,90.0,0.0,2.4,3.4,44.4,15,3
9483,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,20,1100,1085,0.0,16.6,0.2,1.6,1.96,19.68,90.0,0.0,2.6,2.4,44.4,15,14
9484,1,102,2610,41,709.6,12,527,75.4,8,0,4,46,7,1090,1060,0.0,15.8,0.2,1.6,1.82,18.28,90.0,0.0,2.4,2.4,44.2,15,18
9485,7,102,2610,41,709.6,12,527,75.4,8,0,4,46,14,1065,1050,0.2,17.8,0.4,1.4,1.98,19.88,90.0,0.0,2.4,3.4,44.0,15,17
9486,0,102,2610,41,709.6,12,527,75.4,8,0,4,46,27,1145,1140,0.2,16.0,0.2,2.0,1.94,19.36,90.0,0.0,2.4,2.4,44.4,15,10
9487,2,102,2610,41,709.6,12,527,75.4,8,0,4,46,18,1170,1110,0.2,15.6,0.2,2.0,2.06,20.64,90.0,0.0,2.4,2.4,44.4,15,5
9488,9,102,2610,41,709.6,12,527,75.4,8,0,4,46,8,1100,1130,0.6,18.6,0.4,1.4,2.16,19.64,90.0,0.0,2.2,3.8,44.4,15,12
9489,6,102,2610,41,709.6,12,527,75.4,8,0,4,46,17,1045,1050,0.6,22.0,0.6,1.0,2.38,21.76,90.0,0.0,2.6,4.8,44.4,15,19
11018,1,1,90,4,31.8,0,17,3.2,0,0,0,39,26,1350,1370,0.0,3.4,0.0,0.8,0.64,6.36,18.0,0.0,0.8,0.2,39.0,6,2
11019,0,1,90,4,31.8,0,17,3.2,0,0,0,39,23,1090,1060,0.0,3.4,0.0,0.8,0.64,6.36,18.0,0.0,0.8,0.2,39.0,6,18
11020,0,1,90,4,31.8,0,17,3.2,0,0,0,39,19,1100,1125,0.0,3.4,0.0,0.8,0.64,6.36,18.0,0.0,0.8,0.2,39.0,6,17
11021,0,1,90,4,31.8,0,17,3.2,0,0,0,39,12,1100,1055,0.0,3.4,0.0,0.8,0.64,6.36,18.0,0.0,0.8,0.2,39.0,6,12
11022,0,1,90,4,31.8,0,17,3.2,0,0,0,39,9,1100,1120,0.0,3.4,0.0,0.8,0.64,6.36,18.0,0.0,0.8,0.2,39.0,6,16
11244,3,13,361,12,103.6,1,78,10.4,1,0,0,42,15,1170,1110,0.0,4.0,0.0,0.2,0.8,8.04,18.0,0.0,1.0,0.6,42.8,10,5
11245,0,13,361,12,103.6,1,78,10.4,1,0,0,42,22,1100,1130,0.0,4.0,0.0,0.2,0.8,8.04,18.0,0.0,1.0,0.6,42.6,10,12
11246,0,13,361,12,103.6,1,78,10.4,1,0,0,42,3,1100,1070,0.0,4.0,0.0,0.2,0.8,8.04,18.0,0.0,1.0,0.6,43.2,10,9
11247,0,13,361,12,103.6,1,78,10.4,1,0,0,42,20,1210,1180,0.0,4.0,0.0,0.2,0.8,8.04,18.0,0.0,1.0,0.6,42.6,10,9
11248,0,13,361,12,103.6,1,78,10.4,1,0,0,42,9,1160,1140,0.0,4.0,0.0,0.2,0.8,8.04,18.0,0.0,1.0,0.6,42.8,10,4
11252,1,13,361,12,103.6,1,78,10.4,1,0,0,42,16,1055,1050,0.0,3.2,0.0,1.0,0.48,4.76,18.0,0.0,0.6,0.2,42.4,10,11
11253,0,13,361,12,103.6,1,78,10.4,1,0,0,42,19,1350,1370,0.0,3.2,0.0,1.0,0.48,4.76,18.0,0.0,0.6,0.2,42.2,10,2
11254,0,13,361,12,103.6,1,78,10.4,1,0,0,42,7,1040,1020,0.0,3.2,0.0,1.0,0.48,4.76,18.0,0.0,0.6,0.2,42.4,10,20
11255,0,13,361,12,103.6,1,78,10.4,1,0,0,42,5,1365,1360,0.0,3.2,0.0,1.0,0.48,4.76,18.0,0.0,0.6,0.2,42.6,10,1
11256,8,13,361,12,103.6,1,78,10.4,1,0,0,42,17,1100,1105,0.2,8.6,0.2,1.0,0.86,8.56,36.0,0.0,1.2,1.8,42.6,10,14
11257,0,13,361,12,103.6,1,78,10.4,1,0,0,42,29,1285,1220,0.2,5.4,0.2,0.0,0.38,3.8,18.0,0.0,0.6,1.6,42.6,10,4
11258,0,13,361,12,103.6,1,78,10.4,1,0,0,42,18,1220,1210,0.2,5.4,0.2,0.0,0.38,3.8,18.0,0.0,0.6,1.6,42.6,10,7
11259,0,13,361,12,103.6,1,78,10.4,1,0,0,42,23,1125,1130,0.2,6.0,0.2,0.4,0.42,4.16,27.0,0.0,0.6,1.6,42.4,10,7
11260,1,13,361,12,103.6,1,78,10.4,1,0,0,42,21,1030,1045,0.2,6.6,0.2,0.6,0.42,4.16,27.2,0.0,0.6,1.8,42.0,10,20
11261,0,13,361,12,103.6,1,78,10.4,1,0,0,42,10,1100,1125,0.0,1.2,0.0,0.6,0.04,0.36,9.2,0.0,0.0,0.2,42.2,10,15
11262,0,13,361,12,103.6,1,78,10.4,1,0,0,42,24,1365,1370,0.0,1.2,0.0,0.6,0.04,0.36,9.2,0.0,0.0,0.2,42.2,10,2
11263,0,13,361,12,103.6,1,78,10.4,1,0,0,42,4,1055,1020,0.0,1.2,0.0,0.6,0.04,0.36,9.2,0.0,0.0,0.2,42.6,10,18
12048,3,82,2565,53,754.8,5,530,77.5,4,0,3,46,16,1030,1045,0.0,18.0,0.0,1.0,2.2,22.4,90.0,0.0,3.0,3.0,45.0,13,20
12049,0,82,2565,53,754.8,5,530,77.5,4,0,3,46,26,1100,1055,0.0,15.5,0.0,2.5,1.75,17.5,90.0,0.0,2.5,1.5,45.0,13,10
12050,4,82,2565,53,754.8,5,530,77.5,4,0,3,46,3,1100,1120,0.33,17.67,0.0,2.0,2.23,22.33,90.0,0.0,3.0,2.33,45.0,13,16
12051,6,82,2565,53,754.8,5,530,77.5,4,0,3,46,10,1125,1080,0.25,19.25,0.25,1.5,2.1,21.0,90.0,0.0,2.75,3.25,45.0,13,8
12052,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,14,1090,1060,0.2,16.8,0.2,1.4,1.78,17.8,90.0,0.0,2.2,3.0,45.0,13,18
12053,7,82,2565,53,754.8,5,530,77.5,4,0,3,46,24,1100,1085,0.4,19.0,0.4,1.2,2.1,20.92,90.0,0.0,2.6,3.8,45.0,13,14
12054,1,82,2565,53,754.8,5,530,77.5,4,0,3,46,21,1100,1125,0.4,19.2,0.4,0.8,2.04,20.44,90.0,0.0,2.4,4.0,45.0,13,17
12055,5,82,2565,53,754.8,5,530,77.5,4,0,3,46,25,1355,1350,0.4,19.8,0.4,0.8,2.72,27.24,90.0,0.0,3.4,4.2,45.0,13,1
12056,1,82,2565,53,754.8,5,530,77.5,4,0,3,46,22,1170,1110,0.4,17.4,0.2,1.4,2.68,26.88,90.0,0.0,3.4,3.2,45.0,13,5
12057,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,20,1070,1080,0.4,19.8,0.2,1.8,3.1,31.0,90.0,0.0,4.0,3.2,45.0,13,16
12058,0,82,2565,53,754.8,5,530,77.5,4,0,3,46,8,1125,1130,0.2,14.0,0.0,1.8,2.34,23.4,72.0,0.0,3.0,1.8,45.0,13,7
12059,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,29,1045,1050,0.2,15.2,0.0,1.8,2.92,29.08,72.0,0.0,3.6,2.0,45.0,13,19
12060,1,82,2565,53,754.8,5,530,77.5,4,0,3,46,5,1105,1050,0.0,11.4,0.0,1.8,1.74,17.2,72.0,0.0,2.0,1.2,45.0,13,6
12061,0,82,2565,53,754.8,5,530,77.5,4,0,3,46,19,1100,1105,0.0,12.0,0.0,2.0,1.72,16.88,72.0,0.0,1.8,1.0,45.0,13,14
12062,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,28,1350,1370,0.0,12.0,0.0,1.8,1.8,17.76,72.0,0.0,2.0,1.0,45.0,13,2
12063,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,1,1230,1150,0.0,15.4,0.0,2.2,1.8,17.76,90.0,0.0,2.8,1.4,45.0,13,5
12064,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,4,1100,1130,0.0,14.8,0.0,2.2,1.64,16.32,90.0,0.0,2.6,1.4,45.0,13,12
12065,6,82,2565,53,754.8,5,530,77.5,4,0,3,46,2,1055,1050,0.0,19.2,0.2,2.0,1.88,18.84,90.0,0.0,2.8,2.4,45.0,13,11
12066,10,82,2565,53,754.8,5,530,77.5,4,0,3,46,23,1365,1360,0.4,25.2,0.2,1.8,3.48,32.92,90.0,0.0,5.0,4.4,45.0,13,1
12067,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,7,1065,1050,0.4,24.0,0.2,1.6,3.0,28.04,90.0,0.0,4.2,4.4,45.0,13,17
12068,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,27,1190,1150,0.4,23.8,0.2,1.6,3.46,32.68,90.0,0.0,4.0,4.4,45.0,13,8
12069,6,82,2565,53,754.8,5,530,77.5,4,0,3,46,9,1050,1050,0.4,25.2,0.4,1.2,3.04,28.36,90.0,0.0,3.6,5.2,45.0,13,19
12070,3,82,2565,53,754.8,5,530,77.5,4,0,3,46,12,1240,1210,0.4,25.0,0.2,1.8,3.56,33.44,90.0,0.0,4.8,4.6,45.0,13,3
12071,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,6,1100,1125,0.0,19.6,0.2,1.8,2.14,21.28,90.0,0.0,3.0,3.0,45.0,13,15
12072,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,17,1285,1220,0.0,19.8,0.2,2.0,2.42,24.24,90.0,0.0,3.6,3.0,45.0,13,4
12073,2,82,2565,53,754.8,5,530,77.5,4,0,3,46,15,1100,1070,0.0,20.2,0.2,2.0,2.72,27.28,90.0,0.0,4.0,3.0,45.0,13,9
12074,3,82,2565,53,754.8,5,530,77.5,4,0,3,46,13,1365,1370,0.0,18.0,0.0,2.2,3.06,30.72,90.0,0.0,4.4,2.4,45.0,13,2
12075,1,82,2565,53,754.8,5,530,77.5,4,0,3,46,25,1370,1350,0.0,15.8,0.0,2.4,2.8,28.2,90.0,0.0,3.6,2.0,45.0,13,3
12076,0,82,2565,53,754.8,5,530,77.5,4,0,3,46,11,1145,1140,0.0,12.8,0.0,2.2,2.38,24.0,81.0,0.0,3.0,1.6,45.0,13,10
12135,7,45,1264,33,454.6,1,276,46.4,2,0,1,42,27,1100,1105,0.0,9.0,0.33,0.0,0.73,7.4,30.0,0.0,1.0,2.33,40.33,6,14
12136,1,45,1264,33,454.6,1,276,46.4,2,0,1,42,14,1220,1210,0.0,7.5,0.25,0.0,0.55,5.55,23.5,0.0,0.75,2.0,40.0,6,7
12137,1,45,1264,33,454.6,1,276,46.4,2,0,1,42,23,1090,1060,0.0,9.6,0.2,0.8,1.1,11.04,36.8,0.0,1.4,1.8,40.4,6,18
12138,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,6,1030,1045,0.0,9.6,0.2,0.8,1.1,11.04,36.8,0.0,1.4,1.8,40.4,6,20
12139,3,45,1264,33,454.6,1,276,46.4,2,0,1,42,22,1160,1140,0.0,13.0,0.2,1.0,1.68,16.88,54.8,0.0,2.2,2.4,41.0,6,4
12140,8,45,1264,33,454.6,1,276,46.4,2,0,1,42,20,1240,1210,0.2,14.8,0.0,1.8,2.98,29.76,54.8,0.2,3.6,2.6,41.0,6,3
12141,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,3,1370,1350,0.2,14.2,0.0,1.8,2.98,29.76,54.0,0.2,3.6,2.4,41.2,6,3
12142,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,10,1100,1085,0.2,10.6,0.0,1.0,2.32,23.16,36.0,0.2,2.8,2.2,40.6,6,14
12143,7,45,1264,33,454.6,1,276,46.4,2,0,1,42,17,1175,1180,0.2,16.4,0.2,1.0,2.82,28.24,54.0,0.2,3.6,3.6,40.8,6,11
12144,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,4,1100,1070,0.2,13.0,0.2,0.8,2.24,22.4,36.0,0.2,2.8,3.0,40.4,6,9
12145,3,45,1264,33,454.6,1,276,46.4,2,0,1,42,18,1055,1020,0.0,9.0,0.2,0.2,1.12,11.36,36.0,0.0,1.6,2.0,40.4,6,18
12146,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,7,1050,1050,0.0,9.0,0.2,0.2,1.12,11.36,36.0,0.0,1.6,2.0,40.2,6,19
12147,2,45,1264,33,454.6,1,276,46.4,2,0,1,42,19,1100,1125,0.0,12.2,0.2,0.8,1.92,17.28,54.0,0.0,2.2,2.4,40.8,6,17
12148,2,45,1264,33,454.6,1,276,46.4,2,0,1,42,25,1100,1130,0.0,9.0,0.0,1.2,1.88,16.88,54.0,0.0,2.2,1.4,41.0,6,12
12149,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,26,1350,1370,0.0,9.0,0.0,1.2,1.88,16.88,54.0,0.0,2.2,1.4,41.4,6,2
12150,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,12,1100,1055,0.0,5.8,0.0,1.0,1.26,10.6,36.0,0.0,1.4,0.8,40.8,6,12
12151,1,45,1264,33,454.6,1,276,46.4,2,0,1,42,24,1065,1050,0.0,7.8,0.0,1.4,1.5,13.0,54.0,0.0,1.6,1.0,41.4,6,17
12152,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,9,1100,1120,0.0,4.6,0.0,0.8,0.7,7.08,36.0,0.0,1.0,0.6,40.8,6,16
12153,2,45,1264,33,454.6,1,276,46.4,2,0,1,42,15,1095,1125,0.0,6.0,0.0,1.0,0.84,8.4,36.0,0.0,0.8,0.6,40.4,6,15
12154,2,45,1264,33,454.6,1,276,46.4,2,0,1,42,28,1125,1080,0.0,9.4,0.0,1.6,1.38,13.84,54.0,0.0,1.6,1.0,40.4,6,8
12155,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,1,1285,1220,0.0,9.4,0.0,1.6,1.38,13.84,54.0,0.0,1.6,1.0,40.6,6,4
12156,3,45,1264,33,454.6,1,276,46.4,2,0,1,42,21,1365,1360,0.0,12.4,0.0,1.8,2.18,21.8,54.0,0.0,3.0,1.4,40.6,6,1
12157,2,45,1264,33,454.6,1,276,46.4,2,0,1,42,16,1170,1110,0.0,16.2,0.0,2.6,3.0,29.96,72.0,0.0,4.4,1.8,41.0,6,5
12158,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,13,1190,1150,0.0,12.2,0.0,2.0,2.4,23.96,54.0,0.0,3.8,1.4,40.8,6,8
12159,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,8,1100,1055,0.0,8.8,0.0,1.4,1.86,18.52,36.0,0.0,3.0,1.0,40.2,6,10
12160,0,45,1264,33,454.6,1,276,46.4,2,0,1,42,2,1355,1350,0.0,8.8,0.0,1.4,1.86,18.52,36.0,0.0,3.0,1.0,40.2,6,1
12500,2,42,1530,28,379.6,0,281,37.9,2,0,1,38,18,1100,1130,0.0,17.0,0.0,3.0,2.4,24.2,90.0,0.0,3.0,2.0,39.0,17,12
12501,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,24,1280,1210,0.0,8.5,0.0,1.5,1.2,12.1,45.0,0.0,1.5,1.0,39.0,17,6
12502,2,42,1530,28,379.6,0,281,37.9,2,0,1,38,10,1240,1210,0.0,11.33,0.0,2.0,1.8,18.0,60.0,0.0,2.67,1.33,39.67,17,3
12503,1,42,1530,28,379.6,0,281,37.9,2,0,1,38,9,1090,1060,0.0,12.5,0.0,2.0,1.78,17.8,67.5,0.0,2.5,1.25,40.0,17,18
12504,2,42,1530,28,379.6,0,281,37.9,2,0,1,38,17,1230,1150,0.0,12.6,0.0,2.0,2.0,20.08,72.0,0.0,2.8,1.4,39.8,17,5
12505,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,13,1210,1180,0.0,9.2,0.0,1.4,1.52,15.24,54.0,0.0,2.2,1.0,40.2,17,9
12506,3,42,1530,28,379.6,0,281,37.9,2,0,1,38,7,1100,1055,0.0,12.0,0.0,1.6,1.88,18.88,72.0,0.0,2.8,1.6,40.4,17,13
12507,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,23,1100,1055,0.0,8.6,0.0,1.0,1.28,12.92,54.0,0.0,1.8,1.2,40.0,17,12
12508,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,25,1145,1140,0.0,5.4,0.0,0.6,0.94,9.48,36.0,0.0,1.4,1.0,39.6,17,10
12509,1,42,1530,28,379.6,0,281,37.9,2,0,1,38,6,1355,1350,0.0,5.0,0.0,0.6,0.54,5.48,36.0,0.0,1.0,0.8,39.8,17,1
12510,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,14,1100,1125,0.0,5.0,0.0,0.6,0.54,5.48,36.0,0.0,1.0,0.8,39.8,17,15
12511,3,42,1530,28,379.6,0,281,37.9,2,0,1,38,3,1125,1130,0.0,6.8,0.0,1.0,0.96,9.72,36.0,0.0,1.8,0.8,39.8,17,7
12512,3,42,1530,28,379.6,0,281,37.9,2,0,1,38,19,1105,1050,0.0,11.4,0.0,1.2,1.86,18.8,54.0,0.0,2.8,1.4,39.8,17,6
12513,2,42,1530,28,379.6,0,281,37.9,2,0,1,38,5,1050,1050,0.0,14.4,0.0,1.4,2.1,21.16,72.0,0.0,3.2,1.8,40.0,17,19
12514,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,11,1285,1220,0.0,12.2,0.0,1.0,1.92,19.32,54.0,0.0,2.8,1.6,40.2,17,4
12515,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,15,1055,1050,0.0,12.2,0.0,1.0,1.92,19.32,54.0,0.0,2.8,1.6,40.0,17,11
12516,2,42,1530,28,379.6,0,281,37.9,2,0,1,38,1,1350,1370,0.0,11.6,0.0,0.8,1.74,17.44,54.0,0.0,2.4,1.4,40.0,17,2
12517,1,42,1530,28,379.6,0,281,37.9,2,0,1,38,21,1100,1110,0.0,9.6,0.0,1.2,1.2,11.92,54.0,0.0,1.8,1.0,40.0,17,13
12518,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,28,1100,1070,0.0,6.6,0.0,1.0,0.96,9.56,36.0,0.0,1.4,0.6,39.8,17,9
12519,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,27,1370,1350,0.0,6.6,0.0,1.0,0.96,9.56,36.0,0.0,1.4,0.6,39.4,17,3
12520,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,29,1055,1020,0.0,6.6,0.0,1.0,0.96,9.56,36.0,0.0,1.4,0.6,39.2,17,18
12521,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,26,1160,1140,0.0,2.6,0.0,0.6,0.36,3.56,18.0,0.0,0.4,0.2,39.0,17,4
12522,2,42,1530,28,379.6,0,281,37.9,2,0,1,38,2,1040,1020,0.0,2.6,0.0,0.2,0.32,3.28,18.0,0.0,0.4,0.4,39.2,17,20
12523,0,42,1530,28,379.6,0,281,37.9,2,0,1,38,12,1100,1055,0.0,2.6,0.0,0.2,0.32,3.28,18.0,0.0,0.4,0.4,39.6,17,10
12524,5,42,1530,28,379.6,0,281,37.9,2,0,1,38,4,1125,1080,0.0,7.0,0.2,0.2,0.6,6.0,36.0,0.0,0.8,1.4,39.8,17,8
12525,3,42,1530,28,379.6,0,281,37.9,2,0,1,38,20,1220,1210,0.0,9.8,0.2,0.4,1.08,10.8,54.0,0.0,1.6,2.0,39.8,17,7
12526,3,42,1530,28,379.6,0,281,37.9,2,0,1,38,16,1100,1085,0.0,12.6,0.2,0.6,1.52,15.2,72.0,0.0,2.2,2.6,40.0,17,14
