,total_points,value,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
31639,1,49,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,25,1355,1350,1360,0.2,0.0,3.6,5.76,1.0,0.0,2.46,6.4,30.6,12.4,1.2,49.0,13,1
31640,5,49,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,9,1050,1050,1050,0.4,0.0,5.2,8.02,1.0,0.0,2.44,7.76,33.0,8.6,1.8,49.0,13,19
31641,6,49,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,22,1170,1110,1230,0.2,0.2,6.4,5.68,1.6,0.2,3.06,10.4,48.2,14.4,2.4,49.0,13,5
31642,1,50,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,2,1160,1140,1180,0.2,0.2,6.4,5.9,1.6,0.2,3.48,11.0,51.6,17.8,2.6,49.2,15,4
31643,1,49,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,29,1045,1050,1040,0.2,0.2,7.2,7.98,1.2,0.2,3.58,11.24,49.6,16.4,2.8,49.2,13,19
31644,6,49,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,26,1100,1055,1150,0.2,0.2,12.6,8.4,1.8,0.4,4.7,18.08,59.6,20.2,3.8,49.2,13,10
31645,0,49,6,3,73,1311,35,223.6,325.8,555,6,249,110.0,0,6,49,4,1030,1045,1020,0.0,0.2,10.6,5.54,1.8,0.4,3.4,14.76,42.2,13.4,2.8,49.2,15,20
31704,1,70,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,2,1100,1055,1150,0.0,0.0,3.0,7.0,1.5,0.0,2.0,3.4,45.0,9.5,0.5,69.5,8,10
31705,1,71,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,5,1100,1055,1145,0.0,0.0,0.67,6.27,1.0,0.0,2.27,2.27,60.0,15.0,0.67,70.0,8,12
31706,2,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,19,1100,1120,1085,0.0,0.0,2.0,10.78,1.0,0.0,2.58,3.45,67.5,12.25,1.0,69.75,8,16
31707,1,70,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,1,1370,1350,1390,0.0,0.0,0.4,8.62,1.0,0.0,2.06,2.76,72.0,9.8,1.0,69.8,8,3
31708,16,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,11,1170,1110,1230,0.0,0.6,14.4,9.06,1.2,0.6,6.2,22.84,90.0,30.6,4.2,69.6,8,5
31709,6,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,8,1045,1050,1040,0.0,0.8,19.4,8.36,0.6,0.8,6.98,30.52,81.0,31.4,5.2,69.4,8,19
31710,5,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,20,1055,1020,1090,0.2,0.8,23.2,13.16,1.0,0.8,8.16,37.32,81.0,31.0,6.0,69.0,8,18
31711,2,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,15,1125,1130,1120,0.2,0.8,23.0,12.6,1.2,0.8,8.6,37.8,81.0,35.4,6.0,69.0,8,7
31712,5,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,25,1355,1350,1360,0.4,0.8,26.8,17.46,1.0,0.8,10.14,43.72,79.2,40.0,6.8,68.6,8,1
31713,0,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,22,1240,1210,1270,0.4,0.2,12.8,17.02,0.8,0.2,6.0,23.64,61.2,19.2,3.6,68.6,8,3
31714,0,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,7,1055,1050,1060,0.4,0.0,6.6,14.92,0.8,0.0,4.42,14.6,52.2,14.6,2.4,68.6,8,11
31715,1,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,18,1100,1085,1115,0.2,0.0,3.4,13.72,0.6,0.0,3.56,9.6,50.0,12.2,1.6,68.6,8,14
31716,1,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,16,1095,1125,1065,0.2,0.0,2.4,9.58,0.4,0.0,2.68,7.72,36.6,10.0,1.4,68.6,8,15
31717,1,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,9,1365,1370,1360,0.0,0.0,0.0,4.84,0.8,0.0,1.64,2.4,25.2,9.6,0.6,68.8,8,2
31718,6,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,17,1040,1020,1060,0.0,0.0,4.8,7.78,0.8,0.2,4.18,10.2,43.2,24.2,1.8,69.0,8,20
31719,5,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,14,1210,1180,1240,0.2,0.0,7.0,10.02,1.0,0.2,5.08,13.52,57.4,27.6,2.8,69.0,8,9
31720,8,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,28,1280,1210,1355,0.2,0.4,13.2,7.74,1.2,0.4,5.92,20.68,59.6,31.2,4.2,68.8,8,6
31721,1,70,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,6,1285,1220,1350,0.2,0.4,12.6,9.7,1.0,0.4,6.42,22.0,68.4,32.4,4.2,69.0,8,4
31722,6,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,27,1100,1110,1090,0.2,0.4,16.8,10.8,1.0,0.6,7.7,29.04,81.6,37.2,5.2,68.8,8,13
31723,1,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,24,1070,1080,1060,0.2,0.4,11.2,8.28,1.2,0.4,5.3,21.24,79.2,23.8,4.2,68.6,8,16
31724,1,71,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,4,1100,1125,1080,0.0,0.4,8.4,9.44,1.2,0.4,5.56,18.96,83.0,27.6,3.4,69.0,8,17
31725,5,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,12,1365,1360,1370,0.0,0.0,7.4,7.3,1.6,0.4,5.42,17.44,83.0,29.8,2.8,69.0,8,1
31726,7,71,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,3,1090,1060,1120,0.0,0.2,14.8,10.24,1.6,0.6,7.8,25.64,86.0,42.4,4.0,69.2,8,18
31727,2,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,10,1100,1055,1150,0.0,0.2,10.8,14.38,1.6,0.4,6.96,18.68,86.0,36.8,3.2,69.4,8,13
31728,1,68,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,23,1100,1105,1100,0.0,0.2,11.2,14.24,1.8,0.4,6.94,18.68,75.8,36.8,3.2,69.4,8,14
31729,2,69,9,3,89,1905,34,331.3,512.6,778,7,281,161.5,0,9,68,13,1105,1050,1160,0.0,0.2,12.8,11.26,2.2,0.4,6.04,18.56,71.4,30.8,3.4,69.0,8,6
31764,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,20,1100,1085,1115,0.0,0.0,-1.0,0.4,0.0,0.0,0.1,0.4,16.0,0.0,1.0,57.0,15,14
31765,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,18,1170,1110,1230,0.0,0.0,1.0,0.2,0.0,0.0,0.05,0.2,13.5,0.0,1.0,57.0,15,5
31766,2,60,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,5,1365,1370,1360,0.0,0.0,2.33,3.73,0.0,0.0,0.47,0.13,30.67,0.67,1.33,58.0,15,2
31767,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,16,1190,1150,1230,0.0,0.0,2.5,3.08,0.0,0.0,0.88,0.85,28.75,4.75,1.25,57.75,15,8
31768,1,58,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,11,1210,1180,1240,0.0,0.0,2.4,2.46,0.0,0.0,0.7,0.68,23.2,3.8,1.2,57.8,15,9
31769,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,23,1230,1150,1310,0.0,0.0,3.0,2.38,0.0,0.0,0.68,0.6,21.0,3.8,1.2,57.8,15,5
31770,2,60,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,4,1030,1045,1020,0.0,0.0,4.4,6.02,0.4,0.0,1.84,3.92,36.8,8.4,1.4,58.4,15,20
31771,1,60,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,7,1090,1060,1120,0.0,0.0,2.8,5.98,0.4,0.0,2.12,3.92,29.8,12.2,1.2,58.4,15,18
31772,0,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,26,1100,1070,1135,0.0,0.0,2.0,5.88,0.6,0.0,2.14,3.44,29.6,13.0,1.0,58.4,15,9
31773,0,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,13,1220,1210,1230,0.0,0.0,1.6,5.88,0.6,0.0,2.14,3.44,29.4,13.0,0.8,58.2,15,7
31774,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,21,1285,1220,1350,0.0,0.0,1.0,5.88,0.6,0.0,2.14,3.44,33.8,13.0,0.8,58.2,15,4
31775,2,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,28,1125,1130,1120,0.0,0.0,0.8,4.9,0.6,0.0,1.66,1.96,27.8,10.6,0.8,57.6,15,7
31776,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,25,1100,1120,1085,0.0,0.0,1.6,2.84,0.6,0.0,1.16,1.96,25.4,7.2,0.8,57.0,15,16
31777,2,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,19,1365,1360,1370,0.0,0.0,2.2,3.0,0.8,0.0,0.96,1.88,33.8,5.0,1.2,57.0,15,1
31778,1,60,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,9,1240,1210,1270,0.0,0.0,3.2,5.06,1.2,0.0,1.3,2.72,39.6,5.4,1.4,57.6,15,3
31779,1,60,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,8,1100,1130,1075,0.0,0.0,2.8,5.12,1.2,0.0,1.44,2.72,35.6,7.2,1.4,58.2,15,12
31780,2,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,14,1065,1050,1080,0.0,0.0,0.8,4.68,0.8,0.0,1.2,0.88,39.8,7.2,1.4,58.2,15,17
31781,2,60,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,6,1100,1110,1090,0.0,0.0,0.6,7.2,1.0,0.0,2.04,1.68,48.6,11.8,1.6,58.8,15,13
31782,4,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,15,1280,1210,1355,0.0,0.0,4.8,7.0,0.6,0.2,2.8,8.24,36.8,13.2,2.0,58.8,15,6
31783,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,22,1055,1050,1060,0.0,0.0,4.4,11.0,0.2,0.2,3.52,7.6,32.8,17.2,2.0,58.2,15,11
31784,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,24,1355,1350,1360,0.0,0.0,5.2,11.0,0.4,0.2,3.38,7.6,33.8,15.4,2.0,57.6,15,1
31785,4,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,27,1145,1140,1150,0.0,0.0,8.0,11.2,0.6,0.4,5.4,16.28,32.2,26.6,2.4,57.6,15,10
31786,1,57,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,17,1045,1050,1040,0.0,0.0,7.8,8.62,0.4,0.4,5.28,16.08,21.4,28.2,2.2,57.0,15,19
31787,0,59,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,10,1100,1055,1150,0.0,0.0,3.2,8.54,0.4,0.2,4.28,9.48,20.4,24.8,1.4,57.4,15,10
31788,1,58,3,0,42,742,13,135.2,154.6,359,3,99,63.9,0,2,57,12,1070,1080,1060,0.0,0.0,2.8,2.58,0.4,0.2,3.32,9.28,21.2,21.6,1.4,57.6,15,16
31846,1,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,9,1105,1050,1160,0.0,0.0,4.0,2.5,4.0,0.0,2.7,5.0,90.0,19.0,1.0,55.0,16,6
31847,2,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,10,1230,1150,1310,0.0,0.0,6.5,8.35,3.0,0.0,3.5,6.6,84.0,20.0,1.5,55.0,16,5
31848,0,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,21,1350,1370,1330,0.0,0.0,4.33,5.57,2.0,0.0,2.33,4.4,56.0,13.33,1.0,54.67,16,2
31849,1,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,15,1100,1130,1075,0.0,0.0,3.25,13.5,2.0,0.0,3.4,5.15,64.5,15.25,1.0,54.75,16,12
31850,1,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,11,1045,1050,1040,0.0,0.0,3.6,12.94,1.6,0.0,3.16,5.52,68.6,13.0,1.0,54.8,16,19
31851,2,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,2,1365,1370,1360,0.0,0.0,2.8,15.06,1.0,0.0,4.0,6.04,68.6,18.8,1.2,54.8,16,2
31852,1,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,24,1190,1150,1230,0.0,0.0,1.4,14.28,1.0,0.0,3.56,4.8,54.2,16.4,1.0,54.6,16,8
31853,2,56,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,6,1175,1180,1170,0.0,0.0,1.8,14.74,1.0,0.0,3.76,5.52,72.2,17.2,1.4,55.0,16,11
31854,1,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,22,1040,1020,1060,0.0,0.0,2.0,7.38,0.6,0.0,2.46,4.04,54.4,13.0,1.4,54.8,16,20
31855,2,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,26,1050,1050,1050,0.0,0.0,1.4,7.76,0.6,0.0,3.38,3.16,50.4,22.8,1.6,54.6,16,19
31856,9,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,14,1100,1055,1150,0.0,0.6,7.0,6.04,0.6,0.2,3.42,8.68,49.6,19.4,3.0,54.6,16,10
31857,0,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,19,1125,1080,1170,0.0,0.6,6.6,3.98,0.2,0.2,3.0,8.28,48.4,17.6,2.8,54.6,16,8
31858,6,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,12,1100,1125,1080,0.0,0.6,11.0,6.26,0.6,0.4,5.56,15.04,46.8,34.2,3.6,54.4,16,15
31859,0,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,20,1100,1055,1150,0.0,0.6,10.8,6.16,0.6,0.4,5.54,15.04,46.6,34.2,3.4,54.4,16,13
31860,2,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,25,1095,1125,1065,0.0,0.6,11.0,4.3,0.6,0.4,5.02,16.2,47.8,29.6,3.4,54.4,16,15
31861,0,56,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,7,1125,1130,1120,0.0,0.0,5.4,3.4,0.4,0.2,3.6,9.16,30.6,23.4,1.6,54.6,16,7
31862,8,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,5,1160,1140,1180,0.0,0.4,11.4,8.8,0.6,0.4,5.72,18.72,48.4,29.6,3.2,54.8,16,4
31863,2,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,8,1100,1125,1080,0.0,0.4,8.2,8.58,0.2,0.2,3.42,12.84,50.0,12.6,2.4,54.8,16,17
31864,2,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,3,1100,1110,1090,0.0,0.4,9.2,8.84,0.4,0.2,3.84,13.88,64.0,15.4,2.8,55.0,16,13
31865,0,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,17,1355,1350,1360,0.0,0.4,8.6,8.18,0.4,0.2,3.0,12.2,49.8,9.4,2.4,55.2,16,1
31866,13,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,4,1100,1105,1100,0.0,1.0,18.6,8.7,0.6,0.6,6.04,24.88,67.6,26.6,5.0,55.0,16,14
31867,1,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,28,1090,1060,1120,0.0,0.6,12.8,3.96,0.6,0.4,4.04,15.32,51.6,21.4,3.6,54.8,16,18
31868,1,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,23,1100,1070,1135,0.0,0.6,11.8,3.46,0.8,0.4,3.86,14.12,35.6,21.4,3.4,54.6,16,9
31869,0,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,18,1210,1180,1240,0.0,0.6,10.8,3.2,0.6,0.4,3.44,13.08,21.6,18.6,3.0,54.4,16,9
31870,2,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,13,1055,1020,1090,0.0,0.6,11.0,6.26,0.8,0.4,4.28,13.64,37.4,23.4,3.4,54.4,16,18
31871,7,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,1,1030,1045,1020,0.0,0.2,6.4,10.18,0.6,0.2,4.44,9.84,37.6,24.8,2.2,54.4,16,20
31872,1,55,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,16,1370,1350,1390,0.0,0.2,7.0,10.38,0.4,0.2,4.64,12.24,44.8,23.8,2.2,54.6,16,3
31873,1,54,6,0,68,1424,23,224.3,310.6,586,9,211,112.1,0,3,53,27,1170,1110,1230,0.0,0.2,6.8,8.48,0.8,0.2,4.42,11.96,46.6,23.8,2.2,54.6,16,5
31931,5,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,4,1100,1125,1080,1.0,0.0,10.0,11.4,2.0,0.0,9.8,30.4,90.0,56.0,5.0,54.0,20,15
31932,0,55,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,1,1100,1120,1085,0.5,0.0,5.0,5.7,1.0,0.0,4.9,15.2,45.0,28.0,2.5,54.5,20,16
31933,2,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,17,1125,1080,1170,0.33,0.0,5.0,4.4,1.33,0.0,3.4,10.13,52.0,19.33,2.33,54.33,20,8
31934,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,20,1355,1350,1360,0.25,0.0,3.75,3.3,1.0,0.0,2.55,7.6,39.0,14.5,1.75,54.25,20,1
31935,1,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,18,1160,1140,1180,0.2,0.0,3.0,2.74,1.0,0.0,2.04,6.08,31.4,11.6,1.6,54.2,20,4
31936,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,23,1285,1220,1350,0.0,0.0,1.0,0.46,0.6,0.0,0.08,0.0,13.4,0.4,0.6,54.2,20,4
31937,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,10,1350,1370,1330,0.0,0.0,1.0,0.46,0.6,0.0,0.08,0.0,13.4,0.4,0.6,54.0,20,2
31938,-2,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,14,1045,1050,1040,0.0,0.0,-2.0,0.16,1.2,0.0,0.0,0.0,9.2,0.0,-0.2,54.0,20,19
31939,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,6,1280,1210,1355,0.0,0.0,-2.0,0.16,1.2,0.0,0.0,0.0,9.2,0.0,-0.2,54.0,20,6
31940,1,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,8,1055,1050,1060,0.0,0.0,-2.4,0.68,1.6,0.0,1.0,2.24,27.0,7.2,-0.2,54.0,20,11
31941,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,25,1210,1180,1240,0.0,0.0,-2.4,0.68,1.6,0.0,1.0,2.24,27.0,7.2,-0.2,54.0,20,9
31942,0,55,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,2,1065,1050,1080,0.0,0.0,-2.4,0.68,1.6,0.0,1.0,2.24,27.0,7.2,-0.2,54.2,20,17
31943,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,11,1100,1105,1100,0.0,0.0,-0.4,0.62,0.6,0.0,1.0,2.24,18.0,7.2,0.2,54.2,20,14
31944,1,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,28,1100,1055,1145,0.0,0.0,0.4,3.78,0.6,0.0,2.68,4.44,31.6,18.6,0.4,54.2,20,12
31945,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,24,1055,1020,1090,0.0,0.0,0.8,3.16,0.0,0.0,1.68,2.2,13.6,11.4,0.2,54.2,20,18
31946,1,55,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,3,1365,1360,1370,0.0,0.0,2.0,6.18,0.2,0.0,2.12,2.8,17.4,12.2,0.4,54.4,20,1
31947,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,15,1370,1350,1390,0.0,0.0,2.0,6.18,0.2,0.0,2.12,2.8,17.4,12.2,0.4,54.2,20,3
31948,9,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,19,1090,1060,1120,0.0,0.6,8.6,9.9,0.8,0.2,4.0,11.0,35.4,19.0,2.2,54.2,20,18
31949,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,16,1100,1055,1150,0.0,0.6,7.8,6.74,0.8,0.2,2.32,8.8,21.8,7.6,2.0,54.2,20,13
31950,1,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,27,1365,1370,1360,0.0,0.6,8.4,8.9,1.8,0.2,2.54,8.88,30.8,7.6,2.2,54.2,20,2
31951,1,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,26,1100,1085,1115,0.0,0.6,7.8,5.94,1.6,0.2,2.26,8.32,28.6,8.2,2.2,54.0,20,14
31952,0,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,12,1100,1070,1135,0.0,0.6,7.8,5.94,1.6,0.2,2.26,8.32,28.6,8.2,2.2,54.0,20,9
31953,5,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,22,1070,1080,1060,0.2,0.0,4.8,5.9,1.4,0.0,1.8,6.0,23.2,6.0,1.4,54.0,20,16
31954,6,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,21,1145,1140,1150,0.2,0.2,9.8,6.24,1.6,0.2,3.06,12.72,32.2,11.6,2.6,54.0,20,10
31955,-1,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,5,1170,1110,1230,0.2,0.2,7.6,4.6,1.0,0.2,3.64,14.92,41.2,16.8,2.2,54.0,20,5
31956,5,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,13,1100,1130,1075,0.2,0.2,12.0,6.58,1.2,0.4,5.24,23.6,48.6,22.2,3.0,54.0,20,12
31957,6,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,9,1220,1210,1230,0.2,0.4,17.2,10.1,1.4,0.6,7.24,32.4,58.8,29.8,4.2,54.0,20,7
31958,2,54,5,3,54,995,33,173.0,319.4,382,7,187,87.5,2,2,54,7,1100,1055,1150,0.0,0.4,14.8,10.02,1.4,0.6,6.44,26.76,64.2,27.6,3.6,54.0,20,10
32054,18,88,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,23,1030,1045,1020,3.0,3.0,53.0,27.8,0.0,1.0,13.7,73.6,90.0,36.0,18.0,88.0,4,20
32055,9,79,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,6,1125,1080,1170,1.5,3.0,45.0,21.45,0.0,1.0,10.8,53.9,90.0,33.0,13.5,83.5,4,8
32056,5,80,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,1,1105,1050,1160,1.33,2.0,36.0,22.1,1.67,0.67,10.03,46.67,90.0,31.67,10.67,82.33,4,6
32057,2,90,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,28,1230,1150,1310,1.0,1.5,27.0,19.77,2.25,0.5,8.35,36.8,90.0,27.0,8.5,84.25,4,5
32058,13,89,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,27,1055,1020,1090,0.8,1.8,31.0,16.48,2.2,0.8,10.12,44.0,90.0,40.8,9.4,85.2,4,18
32059,11,82,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,9,1145,1140,1150,0.4,1.6,27.6,13.86,2.4,0.8,9.9,41.0,90.0,44.2,8.0,84.0,4,10
32060,2,80,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,4,1240,1210,1270,0.4,1.0,20.6,13.2,3.0,0.6,8.74,34.16,86.4,40.2,6.6,84.2,4,3
32061,2,87,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,18,1040,1020,1060,0.2,1.0,17.4,11.08,2.2,0.6,8.1,28.2,86.4,42.0,6.0,85.6,4,20
32062,5,80,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,2,1100,1125,1080,0.4,1.0,19.6,15.0,1.4,0.6,8.48,28.2,83.0,41.8,6.6,83.6,4,15
32063,9,88,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,26,1100,1125,1080,0.6,0.4,17.2,16.92,1.4,0.4,7.3,21.0,83.0,35.2,5.8,83.4,4,17
32064,1,84,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,15,1365,1360,1370,0.4,0.0,10.8,17.34,1.2,0.2,5.98,10.64,82.8,31.8,3.8,83.8,4,1
32065,2,90,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,29,1100,1055,1150,0.4,0.0,11.6,17.74,0.8,0.2,6.44,11.4,86.4,35.0,3.8,85.8,4,10
32066,2,88,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,19,1125,1130,1120,0.4,0.0,12.4,15.8,1.2,0.2,5.64,12.16,86.4,28.2,3.8,86.0,4,7
32067,5,85,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,13,1170,1110,1230,0.2,0.0,14.4,11.98,1.4,0.4,6.18,16.8,89.8,32.8,3.8,87.0,4,5
32068,23,79,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,7,1210,1180,1240,0.4,0.6,27.8,20.02,1.2,0.8,9.4,35.44,89.8,38.4,6.6,85.2,4,9
32069,7,89,16,15,188,2614,42,505.3,855.4,1203,24,624,256.3,0,4,89,22,1280,1210,1355,0.4,0.8,32.8,20.28,1.8,1.0,10.34,41.92,90.0,41.2,7.8,86.2,4,6
