,total_points,value,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
5581,1,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,5,1125,1130,1120,0.0,0.0,3.0,2.18,0.8,0.0,1.9,2.0,38.8,15.0,1.4,59.0,9,7
5582,8,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,10,1175,1180,1170,0.0,0.4,6.6,2.42,0.4,0.2,2.56,8.36,36.2,15.0,2.6,58.8,9,11
5583,2,58,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,26,1100,1125,1080,0.0,0.4,7.6,4.66,0.4,0.2,3.12,10.2,49.6,16.4,2.8,58.8,9,15
5584,1,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,17,1350,1370,1330,0.0,0.4,7.4,4.8,0.6,0.2,2.92,10.92,56.6,13.4,2.8,59.2,9,2
5585,4,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,19,1230,1150,1310,0.2,0.4,8.8,3.42,1.0,0.2,2.5,11.04,47.2,10.4,3.2,59.6,9,5
5586,1,58,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,28,1100,1125,1080,0.2,0.4,9.2,4.1,1.0,0.2,2.3,10.92,58.0,7.8,3.2,59.2,9,17
5587,1,59,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,22,1055,1020,1090,0.2,0.0,4.8,3.68,1.0,0.0,1.12,4.36,51.6,3.0,1.8,59.0,9,18
5588,5,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,1,1090,1060,1120,0.2,0.0,8.2,3.5,1.0,0.2,2.16,8.96,39.2,9.0,2.4,59.4,9,18
5589,17,59,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,4,1280,1210,1355,0.2,0.6,24.2,3.92,0.8,0.8,5.14,28.32,43.4,19.0,5.6,59.2,9,6
5590,1,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,6,1100,1130,1075,0.0,0.6,22.6,6.02,0.6,0.8,5.58,29.36,48.2,20.4,5.0,59.2,9,12
5591,2,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,11,1095,1125,1065,0.0,0.6,23.2,7.38,0.8,0.8,5.64,29.04,49.8,20.0,5.2,59.6,9,15
5592,2,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,9,1355,1350,1360,0.0,0.6,23.6,7.6,0.8,0.8,5.68,28.64,55.6,20.4,5.4,59.8,9,1
5593,0,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,12,1040,1020,1060,0.0,0.6,18.6,5.48,0.6,0.6,4.08,22.2,53.2,13.0,4.4,59.8,9,20
5594,1,59,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,20,1100,1055,1150,0.0,0.0,3.0,5.02,0.6,0.0,1.14,1.52,41.8,5.2,1.2,59.8,9,10
5595,2,58,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,27,1055,1050,1060,0.0,0.0,1.2,3.3,1.0,0.0,1.36,0.4,50.8,10.2,1.4,59.4,9,11
5596,1,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,7,1160,1140,1180,0.0,0.0,-0.6,1.22,1.4,0.0,1.06,0.2,46.4,9.8,1.2,59.4,9,4
5597,1,60,6,1,69,1356,28,106.7,275.0,393,5,218,77.3,0,1,57,8,1370,1350,1390,0.0,0.0,-1.0,3.24,1.6,0.0,1.32,1.0,43.4,9.6,1.0,59.4,9,3
5976,2,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,16,1160,1140,1180,0.0,0.0,3.0,15.9,1.0,0.0,5.5,12.2,81.0,27.0,2.0,79.0,2,4
5977,2,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,13,1100,1110,1090,0.0,0.0,1.5,9.0,0.5,0.0,5.45,8.4,73.0,37.0,2.0,78.5,2,13
5978,9,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,17,1210,1180,1240,0.0,1.0,14.33,15.43,0.33,0.33,8.07,19.2,75.33,46.0,4.33,78.67,2,9
5979,0,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,11,1105,1050,1160,0.0,0.75,10.75,11.58,0.25,0.25,6.05,14.4,56.5,34.5,3.25,78.5,2,6
5980,6,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,4,1220,1210,1230,0.0,1.0,13.6,11.52,0.2,0.4,6.22,18.52,48.0,32.2,3.8,78.6,2,7
5981,1,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,19,1145,1140,1150,0.0,1.0,14.6,18.56,0.4,0.4,7.32,19.44,49.8,35.2,3.6,78.8,2,10
5982,1,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,3,1175,1180,1170,0.0,1.0,14.8,18.2,0.4,0.4,7.0,19.12,37.0,32.8,3.4,79.0,2,11
5983,0,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,2,1070,1080,1060,0.0,0.4,6.8,12.54,0.4,0.2,4.34,10.96,21.0,20.0,1.6,79.0,2,16
5984,0,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,23,1370,1350,1390,0.0,0.4,6.8,12.54,0.4,0.2,4.34,10.96,21.0,20.0,1.6,79.4,2,3
5985,10,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,22,1065,1050,1080,0.2,0.4,8.0,17.04,0.4,0.2,6.36,14.56,33.6,32.0,2.4,79.6,2,17
5986,1,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,5,1095,1125,1065,0.2,0.4,6.2,6.88,0.0,0.2,4.22,11.4,20.4,24.0,2.4,79.4,2,15
5987,0,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,1,1100,1125,1080,0.2,0.4,6.0,6.82,0.0,0.2,3.46,10.8,20.2,17.0,2.2,79.6,2,17
5988,1,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,27,1030,1045,1020,0.2,0.4,6.4,7.4,0.0,0.2,4.08,11.72,25.4,21.6,2.4,79.4,2,20
5989,1,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,8,1365,1360,1370,0.2,0.4,6.2,9.04,0.0,0.2,4.76,13.56,43.4,25.0,2.6,79.4,2,1
5990,11,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,15,1055,1020,1090,0.2,0.6,9.6,13.92,0.6,0.2,5.66,16.52,46.0,26.2,2.8,79.2,2,18
5991,0,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,25,1045,1050,1040,0.2,0.6,9.8,13.86,0.6,0.2,5.6,16.32,41.2,25.8,2.6,79.0,2,19
5992,0,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,12,1050,1050,1050,0.2,0.6,9.8,13.86,0.6,0.2,5.6,16.32,41.2,25.8,2.6,78.6,2,19
5993,2,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,9,1125,1080,1170,0.2,0.6,10.6,13.44,1.0,0.2,5.28,15.52,49.4,24.0,2.8,78.8,2,8
5994,1,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,28,1100,1055,1150,0.2,0.6,10.6,11.96,1.0,0.2,4.7,14.12,35.4,21.0,2.8,78.4,2,13
5995,5,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,21,1100,1120,1085,0.2,0.0,6.2,9.7,0.4,0.0,2.26,5.72,33.4,7.2,1.6,78.6,2,16
5996,2,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,18,1240,1210,1270,0.2,0.0,6.4,10.96,0.6,0.0,3.42,6.44,48.8,16.8,2.0,79.0,2,3
5997,5,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,7,1100,1055,1145,0.4,0.0,10.4,18.0,0.6,0.0,4.72,8.32,66.8,20.8,3.0,79.4,2,12
5998,0,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,24,1100,1055,1150,0.4,0.0,9.2,17.84,0.2,0.0,4.42,8.2,53.4,18.0,2.6,79.4,2,10
5999,2,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,14,1100,1105,1100,0.4,0.0,9.6,20.08,0.2,0.0,5.3,8.28,62.6,24.4,2.8,79.4,2,14
6000,1,80,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,20,1055,1050,1060,0.2,0.0,4.6,10.96,0.2,0.0,3.58,3.2,51.2,21.4,2.0,79.4,2,11
6001,0,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,10,1040,1020,1060,0.2,0.0,4.4,9.7,0.0,0.0,2.42,2.48,35.8,11.8,1.6,79.2,2,20
6002,0,78,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,26,1280,1210,1355,0.0,0.0,0.4,2.66,0.0,0.0,1.12,0.6,17.8,7.8,0.6,78.8,2,6
6003,2,79,4,4,66,1208,11,335.9,306.6,649,10,216,129.2,0,6,77,6,1230,1150,1310,0.0,0.0,0.6,3.18,0.4,0.0,2.02,2.52,33.0,14.4,1.0,78.8,2,5
7189,2,81,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,23,1365,1360,1370,0.0,0.0,0.6,2.36,0.6,0.0,0.78,1.92,18.0,3.6,0.4,79.4,13,1
7190,0,80,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,2,1055,1050,1060,0.0,0.0,0.6,2.36,0.6,0.0,0.78,1.92,18.0,3.6,0.4,79.6,13,11
7191,1,82,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,25,1355,1350,1360,0.0,0.0,0.8,3.74,0.8,0.0,0.94,1.92,36.0,4.4,0.6,80.2,13,1
7192,2,81,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,28,1350,1370,1330,0.0,0.0,2.2,8.16,1.2,0.0,2.12,5.8,54.0,7.8,1.0,80.6,13,2
7193,6,81,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,24,1100,1085,1115,0.0,0.0,7.8,9.28,1.2,0.2,3.52,13.56,72.0,13.0,2.2,81.0,13,14
7194,0,80,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,1,1230,1150,1310,0.0,0.0,7.2,6.92,0.6,0.2,2.74,11.64,54.0,9.4,1.8,80.8,13,5
7195,2,82,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,26,1100,1055,1150,0.0,0.0,8.0,9.76,1.4,0.2,4.1,14.28,72.0,17.6,2.2,81.2,13,10
7196,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,19,1100,1105,1100,0.0,0.0,7.8,8.38,1.2,0.2,3.94,14.28,54.0,16.8,2.0,80.6,13,14
7197,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,10,1125,1080,1170,0.0,0.0,6.4,3.96,0.8,0.2,2.76,10.4,36.0,13.4,1.6,80.2,13,8
7198,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,11,1145,1140,1150,0.0,0.0,0.8,2.84,0.8,0.0,1.36,2.64,18.0,8.2,0.4,79.8,13,10
7199,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,15,1100,1070,1135,0.0,0.0,0.8,2.84,0.8,0.0,1.36,2.64,18.0,8.2,0.4,79.6,13,9
7202,1,82,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,29,1045,1050,1040,0.0,0.0,-0.6,4.14,0.4,0.0,1.38,1.32,18.0,8.4,0.2,79.6,13,19
7203,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,4,1100,1130,1075,0.0,0.0,-0.6,4.14,0.4,0.0,1.38,1.32,18.0,8.4,0.2,79.6,13,12
7204,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,14,1090,1060,1120,0.0,0.0,-0.6,4.14,0.4,0.0,1.38,1.32,18.0,8.4,0.2,79.6,13,18
7205,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,8,1125,1130,1120,0.0,0.0,-0.6,4.14,0.4,0.0,1.38,1.32,18.0,8.4,0.2,79.6,13,7
7206,2,82,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,27,1190,1150,1230,0.0,0.0,-0.4,9.6,0.8,0.0,2.24,2.72,36.0,10.2,0.6,80.2,13,8
7207,8,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,21,1100,1125,1080,0.0,0.6,7.8,11.52,0.8,0.2,2.76,11.64,36.0,4.4,2.0,79.6,13,17
7208,6,82,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,25,1370,1350,1390,0.0,0.6,12.6,11.98,1.6,0.4,5.44,20.0,54.0,22.4,3.2,80.2,13,3
7209,10,80,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,22,1170,1110,1230,0.2,0.8,17.4,12.38,2.2,0.6,7.52,27.92,72.0,34.8,5.2,80.4,13,5
7210,0,79,4,2,45,990,24,157.1,234.4,371,4,136,75.9,0,3,81,17,1285,1220,1350,0.2,0.8,17.4,12.38,2.2,0.6,7.52,27.92,72.0,34.8,5.2,80.4,13,4
7387,1,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,7,1050,1050,1050,0.0,0.0,4.0,30.5,1.0,0.0,5.7,6.0,68.0,20.0,1.0,49.0,18,19
7388,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,29,1100,1125,1080,0.0,0.0,2.0,15.25,0.5,0.0,2.85,3.0,34.0,10.0,0.5,49.0,18,17
7389,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,22,1210,1180,1240,0.0,0.0,1.33,10.17,0.33,0.0,1.9,2.0,22.67,6.67,0.33,49.0,18,9
7390,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,9,1065,1050,1080,0.0,0.0,1.25,8.2,0.5,0.0,2.22,2.05,34.75,11.75,0.75,49.0,18,17
7391,0,50,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,3,1125,1080,1170,0.0,0.0,0.6,6.62,0.6,0.0,1.88,1.64,31.8,11.2,0.6,49.2,18,8
7392,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,24,1040,1020,1060,0.0,0.0,-0.2,0.52,0.4,0.0,0.74,0.44,18.2,7.2,0.4,49.2,18,20
7393,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,20,1190,1150,1230,0.0,0.0,0.6,1.0,0.8,0.0,1.16,0.92,27.2,10.4,0.4,49.2,18,8
7394,4,50,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,1,1100,1070,1135,0.2,0.0,2.6,1.0,1.4,0.0,1.16,0.92,32.4,10.4,1.2,49.4,18,9
7395,1,50,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,4,1145,1140,1150,0.2,0.0,2.8,0.54,1.4,0.0,0.54,0.48,22.0,5.4,1.0,49.6,18,10
7396,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,18,1280,1210,1355,0.2,0.0,4.2,6.92,1.2,0.0,1.88,2.96,36.0,9.0,1.4,49.4,18,6
7397,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,28,1070,1080,1060,0.2,0.0,4.2,6.92,1.2,0.0,1.88,2.96,36.0,9.0,1.4,49.4,18,16
7398,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,27,1285,1220,1350,0.2,0.0,3.4,6.44,0.8,0.0,1.46,2.48,27.0,5.8,1.4,49.4,18,4
7399,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,5,1055,1050,1060,0.0,0.0,3.8,11.34,0.4,0.0,2.44,5.32,36.4,7.8,1.0,49.2,18,11
7400,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,7,1095,1125,1065,0.0,0.0,4.0,11.72,0.4,0.0,2.56,5.96,50.6,7.8,1.2,49.0,18,15
7401,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,25,1220,1210,1230,0.0,0.0,3.0,5.28,0.4,0.0,1.12,3.48,32.6,2.4,0.8,49.0,18,7
7402,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,8,1230,1150,1310,0.0,0.0,2.6,5.44,0.6,0.0,1.28,3.48,45.6,5.0,1.2,49.0,18,5
7403,7,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,13,1100,1120,1085,0.0,0.4,8.8,5.44,0.6,0.2,2.7,11.08,47.8,11.6,2.6,49.0,18,16
7404,6,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,14,1100,1110,1090,0.0,0.6,12.0,0.68,1.0,0.4,2.76,16.24,42.2,11.8,3.4,49.0,18,13
7405,1,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,15,1365,1370,1360,0.0,0.6,12.0,0.82,1.4,0.4,2.84,16.4,36.2,12.2,3.2,49.0,18,2
7406,1,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,23,1105,1050,1160,0.0,0.6,12.2,0.92,1.4,0.4,3.06,17.04,38.4,13.6,3.4,49.0,18,6
7407,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,16,1365,1360,1370,0.0,0.6,13.6,1.14,1.6,0.4,3.1,17.76,43.4,11.8,3.4,49.0,18,1
7408,1,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,11,1370,1350,1390,0.0,0.2,8.2,1.14,1.8,0.2,1.7,10.36,43.4,5.2,2.2,49.0,18,3
7409,1,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,10,1160,1140,1180,0.0,0.0,2.4,1.12,1.6,0.0,0.8,3.68,45.8,3.0,1.2,49.0,18,4
7410,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,19,1030,1045,1020,0.0,0.0,2.8,1.08,1.4,0.0,1.0,5.88,51.8,3.0,1.4,49.0,18,20
7411,2,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,6,1100,1105,1100,0.0,0.0,3.0,3.48,1.6,0.0,1.88,6.36,63.8,9.0,1.6,49.0,18,14
7412,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,25,1240,1210,1270,0.0,0.0,2.0,3.1,1.2,0.0,1.68,5.64,45.8,8.2,1.2,49.0,18,3
7413,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,21,1045,1050,1040,0.0,0.0,1.2,3.1,1.0,0.0,1.66,5.44,43.6,8.2,1.0,49.0,18,19
7414,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,28,1100,1055,1145,0.0,0.0,1.4,2.98,0.6,0.0,1.52,4.12,32.2,8.2,0.8,49.0,18,12
7415,0,49,2,1,39,1013,26,116.4,162.6,249,3,115,52.0,0,4,49,12,1125,1130,1120,0.0,0.0,0.4,2.5,0.2,0.0,1.1,1.12,14.2,7.4,0.4,49.0,18,7
8148,1,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,14,1355,1350,1360,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.6,0.2,0.0,0.2,45.0,5,1
8149,0,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,7,1370,1350,1390,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.6,0.2,0.0,0.2,45.0,5,3
8150,0,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,24,1210,1180,1240,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.6,0.2,0.0,0.2,45.0,5,9
8151,0,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,22,1100,1055,1150,0.0,0.0,0.2,0.0,0.0,0.0,0.06,0.6,0.4,0.0,0.2,45.0,5,13
8152,0,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,20,1100,1130,1075,0.0,0.0,0.2,0.0,0.0,0.0,0.06,0.6,0.4,0.0,0.2,45.0,5,12
8153,0,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,19,1100,1070,1135,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,45.0,5,9
8154,1,45,0,0,2,3,1,0.0,3.0,0,0,3,0.3,0,1,45,16,1280,1210,1355,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,45.0,5,6
8333,1,54,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,3,1285,1220,1350,0.0,0.0,-3.0,0.3,0.0,0.0,0.1,0.0,9.0,5.0,1.0,54.0,19,4
8334,9,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,13,1145,1140,1150,0.0,1.5,13.5,6.3,1.0,0.5,3.8,22.0,49.5,12.0,5.0,53.5,19,10
8335,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,22,1355,1350,1360,0.0,1.0,9.0,4.2,0.67,0.33,2.53,14.67,33.0,8.0,3.33,53.33,19,1
8336,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,17,1100,1125,1080,0.0,0.75,7.5,3.53,1.0,0.25,2.25,11.0,36.0,9.25,2.75,53.25,19,15
8337,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,25,1365,1370,1360,0.0,0.6,6.6,5.12,1.2,0.2,2.12,9.24,34.2,7.8,2.4,53.2,19,2
8338,2,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,12,1350,1370,1330,0.0,0.6,8.2,5.2,1.8,0.2,2.84,11.36,50.4,12.0,2.6,53.0,19,2
8339,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,18,1055,1050,1060,0.0,0.0,3.0,2.96,1.4,0.0,1.38,2.8,37.4,8.2,1.0,53.0,19,11
8340,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,23,1175,1180,1170,0.0,0.0,3.0,2.96,1.4,0.0,1.38,2.8,37.4,8.2,1.0,53.0,19,11
8341,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,19,1370,1350,1390,0.0,0.0,2.4,2.66,1.0,0.0,1.1,2.8,28.4,5.6,0.8,53.0,19,3
8342,2,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,15,1100,1085,1115,0.0,0.0,3.0,1.02,0.8,0.0,1.34,3.48,41.0,9.0,1.0,53.0,19,14
8343,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,8,1190,1150,1230,0.0,0.0,2.0,0.88,0.2,0.0,0.6,1.36,23.0,3.8,0.6,53.0,19,8
8344,5,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,16,1100,1070,1135,0.2,0.0,4.0,2.94,0.4,0.0,2.06,5.6,33.4,12.0,1.4,53.0,19,9
8345,0,54,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,4,1230,1150,1310,0.2,0.0,4.0,2.94,0.4,0.0,2.06,5.6,33.4,12.0,1.4,53.2,19,5
8346,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,21,1090,1060,1120,0.2,0.0,4.0,2.94,0.4,0.0,2.06,5.6,33.4,12.0,1.4,53.2,19,18
8347,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,28,1100,1055,1150,0.2,0.0,2.8,2.28,0.2,0.0,1.5,4.48,15.4,8.2,1.0,53.2,19,10
8348,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,6,1220,1210,1230,0.2,0.0,3.2,2.88,0.2,0.0,1.74,5.28,18.8,9.2,1.2,53.2,19,7
8349,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,20,1160,1140,1180,0.0,0.0,0.4,0.6,0.0,0.0,0.24,0.8,3.4,1.0,0.2,53.2,19,4
8350,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,7,1105,1050,1160,0.0,0.0,0.8,0.64,0.2,0.0,0.26,1.04,9.8,1.0,0.4,53.0,19,6
8351,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,10,1100,1055,1145,0.0,0.0,0.8,0.78,0.4,0.0,0.32,1.16,18.8,1.4,0.6,53.0,19,12
8352,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,26,1070,1080,1060,0.0,0.0,1.4,0.78,0.4,0.0,0.34,1.36,19.0,1.4,0.8,53.0,19,16
8353,2,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,11,1100,1120,1085,0.0,0.0,1.2,2.64,0.8,0.0,1.48,1.92,33.6,10.4,1.0,53.0,19,16
8354,6,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,14,1040,1020,1060,0.0,0.0,7.4,3.3,0.8,0.2,2.62,8.6,48.6,14.4,2.2,53.0,19,20
8355,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,24,1240,1210,1270,0.0,0.0,7.0,3.26,0.6,0.2,2.6,8.36,42.2,14.4,2.0,53.0,19,3
8356,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,29,1100,1055,1150,0.0,0.0,7.0,3.12,0.4,0.2,2.54,8.24,33.2,14.0,1.8,53.0,19,13
8357,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,5,1065,1050,1080,0.0,0.0,6.4,3.12,0.4,0.2,2.52,8.04,33.0,14.0,1.6,53.0,19,17
8358,0,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,9,1100,1110,1090,0.0,0.0,6.2,0.66,0.0,0.2,1.14,6.68,15.0,4.0,1.2,53.0,19,13
8359,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,27,1100,1130,1075,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.04,0.2,0.0,0.2,53.0,19,12
8360,1,53,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,7,1055,1020,1090,0.0,0.0,1.2,0.12,0.2,0.0,0.12,0.04,2.2,1.2,0.4,53.0,19,18
8361,0,55,2,1,37,745,17,63.5,133.2,223,3,102,41.0,0,0,53,1,1365,1360,1370,0.0,0.0,1.2,0.12,0.2,0.0,0.12,0.04,2.2,1.2,0.4,53.4,19,1
8421,0,45,0,0,1,7,0,3.7,0.0,0,0,1,0.2,0,1,43,27,1065,1050,1080,0.0,0.0,-0.33,0.17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44.67,3,17
