,total_points,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
115,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,22,1355,1350,1360,0.0,0.0,1.0,0.8,0.0,0.0,0.25,1.6,15.5,0.0,0.5,50.0,19,1
116,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,28,1100,1055,1150,0.0,0.0,0.67,0.53,0.0,0.0,0.17,1.07,10.33,0.0,0.33,50.0,19,10
117,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,25,1365,1370,1360,0.0,0.0,0.5,0.48,0.75,0.0,0.12,0.8,23.25,1.0,0.5,50.0,19,2
118,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,27,1100,1130,1075,0.0,0.0,0.4,0.38,0.6,0.0,0.1,0.64,18.6,0.8,0.4,50.0,19,12
119,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,18,1055,1050,1060,0.0,0.0,0.4,0.38,0.6,0.0,0.1,0.64,18.6,0.8,0.4,50.0,19,11
120,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,12,1350,1370,1330,0.0,0.0,0.6,0.18,0.6,0.0,0.02,0.08,14.4,0.8,0.4,50.0,19,2
121,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,8,1190,1150,1230,0.0,0.0,1.4,0.44,1.0,0.0,0.16,1.28,20.2,0.8,0.6,50.0,19,8
122,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,10,1100,1055,1145,0.0,0.0,1.4,0.38,0.4,0.0,0.16,1.28,7.8,0.0,0.4,50.0,19,12
123,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,16,1100,1070,1135,0.0,0.0,2.2,0.44,0.6,0.0,0.18,1.32,11.8,0.0,0.6,50.0,19,9
124,2,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,7,1105,1050,1160,0.0,0.0,2.0,0.6,0.8,0.0,0.22,1.32,25.0,0.4,1.0,50.0,19,6
125,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,11,1100,1120,1085,0.0,0.0,1.4,0.48,0.8,0.0,0.2,1.24,23.0,0.4,0.8,50.0,19,16
126,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,26,1070,1080,1060,0.0,0.0,0.6,0.22,0.4,0.0,0.06,0.04,17.2,0.4,0.6,50.0,19,16
127,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,3,1285,1220,1350,0.0,0.0,1.2,0.42,0.4,0.0,0.1,0.28,21.6,0.4,0.8,50.0,19,4
128,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,29,1100,1055,1150,0.0,0.0,0.4,0.36,0.2,0.0,0.08,0.24,17.6,0.4,0.6,50.0,19,13
129,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,21,1090,1060,1120,0.0,0.0,0.6,0.2,0.0,0.0,0.04,0.24,4.4,0.0,0.2,50.0,19,18
130,2,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,6,1220,1210,1230,0.0,0.0,3.8,3.38,0.2,0.0,0.96,3.08,18.8,3.2,0.6,50.0,19,7
131,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,15,1100,1085,1115,0.0,0.0,3.8,3.38,0.2,0.0,0.96,3.08,18.8,3.2,0.6,50.0,19,14
132,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,7,1055,1020,1090,0.0,0.0,4.2,3.24,0.4,0.0,0.94,3.04,18.2,3.2,0.6,50.0,19,18
133,2,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,24,1240,1210,1270,0.0,0.0,6.6,3.32,1.0,0.0,1.26,4.88,34.2,4.4,1.0,50.0,19,3
134,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,19,1370,1350,1390,0.0,0.0,8.0,3.32,1.0,0.0,1.36,5.84,34.4,4.4,1.2,50.0,19,3
135,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,9,1100,1110,1090,0.0,0.0,4.8,0.14,0.8,0.0,0.44,3.0,20.0,1.2,0.8,50.0,19,13
136,2,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,23,1175,1180,1170,0.0,0.0,6.4,0.96,1.2,0.0,1.1,4.96,32.4,5.0,1.2,50.0,19,11
137,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,17,1100,1125,1080,0.0,0.0,5.4,0.9,1.0,0.0,1.08,4.76,28.6,5.0,1.0,50.0,19,15
138,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,13,1145,1140,1150,0.0,0.0,2.8,1.04,0.8,0.0,0.9,2.96,16.0,5.0,0.8,50.0,19,10
139,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,4,1230,1150,1310,0.0,0.0,1.4,1.04,0.8,0.0,0.8,2.0,15.8,5.0,0.6,50.0,19,5
140,1,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,20,1160,1140,1180,0.0,0.0,1.4,1.1,1.0,0.0,0.82,2.2,22.0,5.0,0.8,50.0,19,4
141,0,0,0,18,522,17,28.0,51.2,53,0,62,12.7,0,1,50,5,1065,1050,1080,0.0,0.0,-0.2,0.28,0.6,0.0,0.16,0.24,9.6,1.2,0.4,50.0,19,17
225,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,24,1170,1110,1230,0.0,0.0,5.0,10.8,0.0,0.0,2.1,8.2,56.0,2.0,1.0,49.0,9,5
226,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,11,1095,1125,1065,0.0,0.0,4.0,7.75,0.5,0.0,1.4,4.1,50.5,2.0,1.0,49.0,9,15
227,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,26,1100,1125,1080,0.0,0.0,3.33,5.47,0.33,0.0,1.1,4.07,38.67,1.33,1.0,49.0,9,15
228,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,16,1050,1050,1050,0.0,0.0,3.25,8.55,0.5,0.0,1.62,3.15,40.25,4.5,1.0,49.0,9,19
229,4,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,14,1125,1080,1170,0.2,0.0,5.0,9.6,0.8,0.0,2.04,6.28,43.4,4.4,1.6,49.0,9,8
230,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,21,1100,1105,1100,0.2,0.0,4.6,8.06,0.8,0.0,1.86,5.12,35.8,5.2,1.6,49.0,9,14
231,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,18,1070,1080,1060,0.2,0.0,4.4,7.42,0.6,0.0,1.8,5.28,29.8,5.2,1.6,49.0,9,16
232,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,6,1100,1130,1075,0.2,0.0,4.0,7.24,0.6,0.0,1.7,4.48,26.8,5.2,1.4,49.0,9,12
233,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,15,1100,1055,1150,0.2,0.0,3.4,3.68,0.4,0.0,1.06,4.4,17.8,2.4,1.2,49.0,9,13
234,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,25,1030,1045,1020,0.0,0.0,1.0,0.92,0.0,0.0,0.32,0.64,6.6,1.6,0.4,49.0,9,20
235,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,12,1040,1020,1060,0.0,0.0,0.2,4.86,0.0,0.0,0.62,1.0,12.0,0.4,0.4,49.0,9,20
236,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,20,1100,1055,1150,0.0,0.0,0.2,7.08,0.0,0.0,1.58,2.76,12.2,6.0,0.4,49.0,9,10
237,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,9,1355,1350,1360,0.0,0.0,0.2,7.08,0.0,0.0,1.58,2.76,12.2,6.0,0.4,49.0,9,1
238,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,19,1230,1150,1310,0.0,0.0,0.8,7.1,0.0,0.0,1.58,2.76,12.4,6.0,0.6,49.0,9,5
239,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,7,1160,1140,1180,0.0,0.0,0.8,7.1,0.0,0.0,1.58,2.76,12.4,6.0,0.6,49.0,9,4
240,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,22,1055,1020,1090,0.0,0.0,1.0,2.54,0.0,0.0,1.04,1.92,3.4,6.0,0.4,49.0,9,18
241,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,10,1175,1180,1170,0.0,0.0,3.2,5.68,0.0,0.0,0.84,1.16,11.8,1.6,0.4,49.0,9,11
242,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,8,1370,1350,1390,0.0,0.0,3.2,5.68,0.0,0.0,0.84,1.16,11.8,1.6,0.4,49.0,9,3
243,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,27,1055,1050,1060,0.0,0.0,5.2,12.48,0.4,0.0,1.68,2.04,23.2,2.2,0.4,49.0,9,11
244,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,3,1145,1140,1150,0.0,0.0,6.0,15.34,0.6,0.0,2.18,3.04,29.2,3.4,0.6,49.0,9,10
245,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,17,1350,1370,1330,0.0,0.0,6.6,15.74,0.8,0.0,2.22,3.04,41.0,3.4,0.8,49.0,9,2
246,3,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,5,1125,1130,1120,0.0,0.0,5.4,12.4,0.8,0.0,1.78,3.12,42.0,2.2,1.2,49.0,9,7
247,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,2,1100,1085,1115,0.0,0.0,6.2,14.74,0.8,0.0,2.12,3.76,43.8,2.6,1.4,49.2,9,14
248,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,1,1090,1060,1120,0.0,0.0,3.6,7.92,0.4,0.0,1.28,2.88,32.2,2.0,1.2,49.4,9,18
249,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,28,1100,1125,1080,0.0,0.0,2.4,5.72,0.2,0.0,0.82,1.88,28.2,0.8,1.0,49.4,9,17
250,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,13,1065,1050,1080,0.0,0.0,2.0,5.94,0.2,0.0,0.96,1.88,25.4,2.0,1.0,49.4,9,17
251,0,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,4,1280,1210,1355,0.0,0.0,0.2,4.0,0.4,0.0,0.6,0.64,14.6,1.6,0.4,49.4,9,6
252,1,0,1,24,662,10,199.4,73.0,95,0,77,36.5,0,2,49,23,1100,1120,1085,0.0,0.0,-0.2,1.76,0.4,0.0,0.26,0.0,13.2,1.2,0.4,49.2,9,16
309,3,0,0,17,533,8,160.6,84.2,10,1,91,25.5,0,1,50,28,1090,1060,1120,0.0,0.0,10.0,22.3,0.0,0.0,3.2,10.0,80.0,0.0,3.0,50.0,16,18
310,3,0,0,17,533,8,160.6,84.2,10,1,91,25.5,0,1,50,25,1095,1125,1065,0.0,0.5,13.5,36.0,0.5,0.0,4.9,12.9,83.5,0.0,3.0,50.0,16,15
311,2,0,0,17,533,8,160.6,84.2,10,1,91,25.5,0,1,50,26,1050,1050,1050,0.0,0.33,14.0,40.8,0.33,0.0,5.47,12.2,77.33,1.67,2.67,50.0,16,19
312,2,0,0,17,533,8,160.6,84.2,10,1,91,25.5,0,1,50,23,1100,1070,1135,0.0,0.25,12.75,30.88,1.0,0.0,4.45,12.35,73.5,1.25,2.5,50.0,16,9
313,3,0,0,17,533,8,160.6,84.2,10,1,91,25.5,0,1,50,27,1170,1110,1230,0.0,0.2,11.6,24.82,0.8,0.0,3.66,9.88,72.8,1.8,2.6,50.0,16,5
314,2,0,0,17,533,8,160.6,84.2,10,1,91,25.5,0,1,50,24,1190,1150,1230,0.0,0.2,13.6,22.6,1.4,0.0,3.74,12.88,74.8,1.8,2.4,50.0,16,8
397,2,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,25,1220,1210,1230,0.0,0.0,6.33,10.43,0.67,0.0,2.17,10.93,30.0,0.33,0.67,49.0,18,7
398,3,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,18,1280,1210,1355,0.0,0.0,7.0,8.65,0.5,0.0,1.88,9.9,42.25,0.25,1.25,49.0,18,6
399,5,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,22,1210,1180,1240,0.2,0.0,9.2,9.68,0.4,0.0,2.28,12.56,47.2,0.6,2.0,49.0,18,9
400,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,4,1220,1210,1230,0.2,0.0,9.2,9.68,0.4,0.0,2.28,12.56,47.2,0.6,2.0,49.0,2,7
401,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,9,1065,1050,1080,0.2,0.0,9.2,9.68,0.4,0.0,2.28,12.56,47.2,0.6,2.0,49.0,18,17
402,1,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,23,1105,1050,1160,0.2,0.0,8.2,5.98,0.8,0.0,1.8,11.72,47.2,0.4,1.8,49.0,18,6
403,6,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,19,1030,1045,1020,0.4,0.2,11.4,7.64,1.2,0.0,2.76,18.84,49.4,1.2,2.4,49.0,18,20
404,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,14,1100,1110,1090,0.2,0.2,7.8,4.88,1.2,0.0,1.98,14.2,36.0,0.8,1.4,49.0,18,13
405,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,12,1125,1130,1120,0.2,0.2,7.8,4.88,1.2,0.0,1.98,14.2,36.0,0.8,1.4,49.0,18,7
406,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,1,1100,1125,1080,0.2,0.2,7.8,4.88,1.2,0.0,1.98,14.2,36.0,0.8,1.4,49.2,2,17
407,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,7,1050,1050,1050,0.2,0.2,5.0,2.32,0.4,0.0,1.16,8.48,18.0,0.8,1.2,49.2,18,19
408,1,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,6,1100,1105,1100,0.0,0.0,1.4,0.56,0.2,0.0,0.34,0.72,11.2,2.2,0.2,49.2,18,14
409,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,2,1070,1080,1060,0.0,0.0,1.4,0.56,0.2,0.0,0.34,0.72,11.2,2.2,0.2,49.4,2,16
410,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,15,1365,1370,1360,0.0,0.0,1.4,0.56,0.2,0.0,0.34,0.72,11.2,2.2,0.2,49.4,18,2
411,2,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,5,1055,1050,1060,0.0,0.0,2.2,2.78,0.4,0.0,0.58,0.84,26.0,2.2,0.6,49.2,18,11
412,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,3,1175,1180,1170,0.0,0.0,2.2,2.78,0.4,0.0,0.58,0.84,26.0,2.2,0.6,49.2,2,11
413,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,28,1070,1080,1060,0.0,0.0,0.8,2.22,0.2,0.0,0.24,0.12,14.8,0.0,0.4,49.2,18,16
414,1,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,16,1365,1360,1370,0.0,0.0,1.4,2.28,0.2,0.0,0.36,1.28,18.4,0.0,0.6,49.0,18,1
415,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,8,1230,1150,1310,0.0,0.0,1.4,2.28,0.2,0.0,0.36,1.28,18.4,0.0,0.6,49.0,18,5
416,2,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,21,1045,1050,1040,0.0,0.0,3.2,4.02,0.2,0.0,0.86,2.48,20.6,2.2,0.6,49.0,18,19
417,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,29,1100,1125,1080,0.0,0.0,3.2,4.02,0.2,0.0,0.86,2.48,20.6,2.2,0.6,49.0,18,17
418,2,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,24,1040,1020,1060,0.0,0.0,7.0,5.38,0.8,0.0,1.4,6.16,38.6,2.6,1.0,49.0,18,20
419,1,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,25,1240,1210,1270,0.0,0.0,7.2,5.44,0.8,0.0,1.36,5.76,44.0,2.6,1.0,49.0,18,3
420,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,28,1100,1055,1145,0.0,0.0,7.2,5.44,0.8,0.0,1.36,5.76,44.0,2.6,1.0,49.0,18,12
421,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,7,1095,1125,1065,0.0,0.0,4.6,1.48,0.6,0.0,0.62,4.44,27.0,0.4,0.6,49.0,18,15
422,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,13,1100,1120,1085,0.0,0.0,4.6,1.48,0.6,0.0,0.62,4.44,27.0,0.4,0.6,49.0,18,16
423,2,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,20,1190,1150,1230,0.0,0.0,3.0,0.54,0.6,0.0,0.24,1.92,27.0,0.0,0.6,49.0,18,8
424,0,0,2,28,874,17,116.3,178.4,31,1,146,32.4,0,2,49,27,1285,1220,1350,0.0,0.0,2.2,0.42,0.6,0.0,0.16,1.16,18.0,0.0,0.4,49.0,18,4
425,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,7,1100,1120,1085,0.0,0.0,3.0,2.9,0.0,0.0,4.7,5.4,29.0,39.0,1.0,48.0,7,16
426,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,26,1175,1180,1170,0.0,0.0,5.5,18.6,1.0,0.0,6.55,11.8,59.5,35.0,1.5,49.0,7,11
427,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,8,1100,1055,1150,0.0,0.0,5.33,24.5,0.67,0.0,6.1,10.33,48.67,26.0,1.33,48.67,7,13
428,4,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,15,1190,1150,1230,0.25,0.0,7.5,28.72,0.75,0.0,7.55,11.8,59.0,34.75,2.0,48.25,7,8
429,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,27,1355,1350,1360,0.2,0.0,7.6,23.28,1.0,0.0,6.26,10.12,63.4,29.0,2.0,48.6,7,1
430,5,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,25,1055,1020,1090,0.4,0.0,10.6,33.9,1.2,0.0,8.34,14.56,75.6,34.6,2.8,48.8,7,18
431,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,5,1210,1180,1240,0.4,0.0,9.0,27.16,0.8,0.0,6.72,10.96,58.6,28.8,2.6,48.6,7,9
432,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,18,1100,1055,1150,0.4,0.0,7.6,20.76,1.2,0.0,6.76,10.92,70.0,35.6,2.8,48.6,7,10
433,3,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,17,1240,1210,1270,0.2,0.0,4.8,12.5,1.0,0.0,4.44,7.68,66.0,24.8,2.6,48.8,7,3
434,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,9,1030,1045,1020,0.2,0.0,3.6,12.6,0.6,0.0,4.62,7.32,55.0,26.8,2.4,48.4,7,20
435,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,4,1350,1370,1330,0.0,0.0,0.0,1.46,0.8,0.0,1.6,1.8,38.2,13.4,1.6,48.4,7,2
436,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,14,1105,1050,1160,0.0,0.0,1.4,3.64,1.0,0.0,2.5,4.0,55.2,18.0,1.8,48.0,7,6
437,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,21,1230,1150,1310,0.0,0.0,4.2,7.92,1.0,0.0,2.52,5.56,56.4,12.4,1.8,48.0,7,5
438,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,16,1100,1130,1075,0.0,0.0,6.6,13.8,1.6,0.0,3.98,7.6,58.0,18.2,1.6,48.0,7,12
439,0,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,3,1100,1125,1080,0.0,0.0,6.2,13.4,1.6,0.0,3.58,7.28,52.8,15.0,1.4,48.4,7,17
440,3,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,1,1100,1105,1100,0.0,0.0,7.0,14.1,1.2,0.0,3.88,7.28,65.0,17.8,1.8,48.6,7,14
441,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,11,1055,1050,1060,0.0,0.0,7.0,16.64,1.0,0.0,4.36,7.16,65.0,20.2,1.8,48.6,7,11
442,3,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,12,1090,1060,1120,0.0,0.0,6.6,19.12,0.6,0.0,4.58,6.08,60.4,21.0,2.0,48.4,7,18
443,14,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,19,1285,1220,1350,0.0,0.4,11.6,16.48,0.4,0.4,5.6,17.4,62.8,22.6,4.4,48.2,7,4
444,16,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,23,1145,1140,1150,0.0,1.0,21.2,24.66,0.4,0.8,9.08,33.6,80.8,33.0,7.6,47.8,7,10
445,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,22,1100,1085,1115,0.0,1.0,23.4,33.52,0.8,0.8,10.32,37.28,85.4,32.2,7.2,47.4,7,14
446,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,24,1160,1140,1180,0.0,1.0,22.6,28.98,1.0,0.8,9.94,36.52,85.4,33.8,7.2,47.8,7,4
447,8,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,13,1095,1125,1065,0.0,1.0,25.0,22.14,1.0,1.0,9.94,41.48,86.2,35.8,8.2,47.8,7,15
448,2,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,2,1170,1110,1230,0.0,0.6,19.4,21.3,0.8,0.6,8.66,29.6,81.2,35.6,5.8,48.4,7,5
449,1,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,10,1365,1360,1370,0.0,0.0,9.8,13.18,1.0,0.2,5.26,13.4,66.6,26.0,2.8,48.2,7,1
450,0,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,6,1045,1050,1040,0.0,0.0,6.8,3.56,0.6,0.2,3.72,9.72,48.6,24.0,2.6,48.2,7,19
451,4,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,20,1065,1050,1080,0.2,0.0,7.8,8.2,0.8,0.2,4.04,12.64,48.6,19.6,3.0,48.0,7,17
452,9,5,5,95,1823,25,486.6,385.6,708,5,276,157.7,0,4,49,28,1100,1125,1080,0.6,0.0,8.4,12.3,0.8,0.0,3.92,6.16,50.8,20.8,3.2,48.6,7,15
454,1,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,12,1160,1140,1180,0.0,0.0,2.0,9.7,1.5,0.0,1.8,4.4,40.5,4.0,0.5,53.5,11,4
455,14,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,15,1100,1125,1080,0.0,0.33,18.0,11.5,1.0,0.67,5.93,27.47,52.0,20.33,5.0,53.33,11,17
456,2,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,17,1105,1050,1160,0.0,0.25,14.25,9.28,1.25,0.5,5.18,21.95,58.0,20.5,4.25,53.25,11,6
457,10,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,26,1125,1130,1120,0.0,0.8,17.6,16.1,1.2,0.6,6.38,25.76,64.4,22.0,5.4,53.2,11,7
458,0,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,3,1100,1105,1100,0.0,0.8,17.6,16.1,1.2,0.6,6.38,25.76,64.4,22.0,5.4,53.6,15,14
459,1,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,25,1285,1220,1350,0.0,0.8,16.8,12.58,0.8,0.6,6.2,24.84,57.2,24.6,5.4,53.4,11,4
460,9,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,13,1100,1105,1100,0.0,1.0,12.8,12.1,1.2,0.4,5.46,19.72,60.2,22.8,4.4,53.4,11,14
461,2,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,10,1100,1070,1135,0.0,1.0,14.6,12.02,1.0,0.4,5.46,21.32,63.0,21.2,4.4,53.6,11,9
462,2,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,18,1050,1050,1050,0.0,0.4,11.4,11.24,1.2,0.2,5.0,16.2,63.0,22.4,2.8,53.6,11,19
463,2,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,8,1040,1020,1060,0.0,0.4,14.6,16.1,1.4,0.2,5.76,17.96,78.6,23.4,3.2,53.4,11,20
464,2,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,19,1100,1055,1145,0.0,0.4,17.0,16.9,1.8,0.2,5.6,18.92,87.6,20.0,3.4,53.4,11,12
465,1,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,6,1070,1080,1060,0.0,0.0,11.6,16.64,1.4,0.0,3.82,9.92,72.6,11.6,1.8,53.6,11,16
466,1,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,2,1160,1140,1180,0.0,0.0,10.0,19.1,1.6,0.0,3.68,8.24,64.6,9.4,1.6,53.8,15,4
467,0,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,22,1100,1125,1080,0.0,0.0,7.0,11.2,1.2,0.0,1.9,5.16,46.6,2.6,1.2,53.8,11,15
468,2,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,11,1220,1210,1230,0.0,0.0,6.2,11.0,1.0,0.0,1.92,5.2,48.6,3.0,1.2,53.8,11,7
469,0,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,23,1045,1050,1040,0.0,0.0,3.8,9.84,0.4,0.0,1.54,3.4,30.6,2.2,0.8,53.8,11,19
470,1,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,5,1090,1060,1120,0.0,0.0,4.4,8.22,0.4,0.0,1.44,3.12,33.2,3.0,0.8,53.8,11,18
471,6,5,1,82,1692,28,536.6,401.6,449,9,326,138.8,0,2,53,16,1145,1140,1150,0.2,0.0,8.4,11.76,0.0,0.0,2.62,6.12,38.8,8.4,1.8,53.4,11,10
