,total_points,goals_scoredALL,assistsALL,total_pointsALL,minutesALL,goals_concededALL,creativityALL,influenceALL,threatALL,bonusALL,bpsALL,ict_indexALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence,AV_assists_past5,AV_bonus_past5,AV_bps_past5,AV_creativity_past5,AV_goals_conceded_past5,AV_goals_scored_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_threat_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
19842,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,14,1065,1050,1080,0.0,0.0,1.0,0.38,0.0,0.0,0.5,0.8,19.0,3.8,0.8,52.8,15,17
19843,1,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,20,1100,1085,1115,0.0,0.0,1.8,0.64,0.0,0.0,0.56,1.08,22.2,3.8,1.0,52.8,15,14
19844,1,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,1,1175,1180,1170,0.0,0.0,1.8,2.62,0.2,0.0,0.86,1.64,24.6,4.2,1.0,52.8,15,11
19845,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,23,1230,1150,1310,0.0,0.0,1.2,2.36,0.2,0.0,0.42,0.96,6.8,0.8,0.4,52.8,15,5
19846,1,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,9,1240,1210,1270,0.0,0.0,2.2,2.36,0.4,0.0,0.46,1.4,8.8,0.8,0.6,53.4,15,3
19847,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,17,1045,1050,1040,0.0,0.0,2.2,2.36,0.4,0.0,0.46,1.4,8.8,0.8,0.6,53.2,15,19
19848,1,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,6,1100,1110,1090,0.0,0.0,1.6,2.4,0.4,0.0,0.46,1.36,8.2,0.8,0.6,53.8,15,13
19849,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,26,1100,1070,1135,0.0,0.0,1.2,0.3,0.2,0.0,0.1,0.68,4.6,0.0,0.4,53.2,15,9
19850,1,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,18,1170,1110,1230,0.0,0.0,0.4,0.36,0.2,0.0,1.52,1.72,9.4,13.0,0.6,53.2,15,5
19851,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,10,1100,1055,1150,0.0,0.0,-0.6,0.36,0.0,0.0,1.48,1.28,7.4,13.0,0.4,53.0,15,10
19852,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,28,1125,1130,1120,0.0,0.0,-0.6,0.36,0.0,0.0,1.48,1.28,7.4,13.0,0.4,53.0,15,7
19853,0,1,0,26,587,10,79.3,73.6,271,0,53,42.4,0,0,52,8,1100,1130,1075,0.0,0.0,-0.8,0.06,0.0,0.0,1.42,1.04,4.8,13.0,0.2,53.0,15,12
20077,1,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,28,1100,1055,1145,0.0,0.0,3.0,3.3,1.0,0.0,3.4,9.2,79.0,21.0,1.0,50.0,20,12
20078,0,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,25,1210,1180,1240,0.0,0.0,1.5,1.65,0.5,0.0,1.7,4.6,39.5,10.5,0.5,50.0,20,9
20079,0,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,27,1365,1370,1360,0.0,0.0,1.0,1.1,0.33,0.0,1.13,3.07,26.33,7.0,0.33,50.0,20,2
20080,0,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,24,1055,1020,1090,0.0,0.0,0.75,0.82,0.25,0.0,0.85,2.3,19.75,5.25,0.25,50.0,20,18
20081,0,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,26,1100,1085,1115,0.0,0.0,0.6,0.66,0.2,0.0,0.68,1.84,15.8,4.2,0.2,50.0,20,14
20082,7,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,21,1145,1140,1150,0.0,0.0,4.0,2.54,0.2,0.2,2.06,7.4,13.2,10.6,1.4,50.0,20,10
20083,2,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,23,1285,1220,1350,0.0,0.0,4.6,2.7,1.2,0.2,2.56,8.52,26.0,14.4,1.8,50.0,20,4
20084,7,4,1,35,344,12,29.0,184.4,160,4,99,37.4,0,1,50,22,1070,1080,1060,0.0,0.2,9.0,2.76,1.6,0.4,3.4,15.4,35.0,15.8,3.2,50.0,20,16
20150,1,0,0,1,13,0,0.8,0.2,0,0,3,0.1,0,0,43,1,1125,1080,1170,0.0,0.0,0.6,0.16,0.0,0.0,0.02,0.04,2.6,0.0,0.2,44.0,3,8
20151,0,0,0,1,13,0,0.8,0.2,0,0,3,0.1,0,0,43,2,1100,1130,1075,0.0,0.0,0.6,0.16,0.0,0.0,0.02,0.04,2.6,0.0,0.2,44.4,3,12
20152,0,0,0,1,13,0,0.8,0.2,0,0,3,0.1,0,0,43,4,1285,1220,1350,0.0,0.0,0.6,0.16,0.0,0.0,0.02,0.04,2.6,0.0,0.2,44.6,3,4
20153,0,0,0,1,13,0,0.8,0.2,0,0,3,0.1,0,0,43,9,1100,1125,1080,0.0,0.0,0.6,0.16,0.0,0.0,0.02,0.04,2.6,0.0,0.2,44.6,3,15
20154,0,0,0,1,13,0,0.8,0.2,0,0,3,0.1,0,0,43,17,1220,1210,1230,0.0,0.0,0.6,0.16,0.0,0.0,0.02,0.04,2.6,0.0,0.2,44.6,3,7
20299,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,20,1355,1350,1360,0.0,0.0,2.0,0.15,0.0,0.0,0.25,1.5,5.0,1.0,0.5,48.0,20,1
20300,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,21,1145,1140,1150,0.0,0.0,1.33,0.1,0.0,0.0,0.17,1.0,3.33,0.67,0.33,48.0,20,10
20301,5,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,24,1055,1020,1090,0.25,0.0,5.0,3.18,0.25,0.0,1.05,6.95,25.0,0.5,1.5,48.0,20,18
20302,2,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,27,1365,1370,1360,0.2,0.0,5.6,2.68,0.8,0.0,0.98,6.48,34.6,0.8,1.6,48.0,20,2
20303,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,17,1125,1080,1170,0.2,0.0,5.6,2.68,0.8,0.0,0.98,6.48,34.6,0.8,1.6,48.0,20,8
20304,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,3,1365,1360,1370,0.2,0.0,5.6,2.62,0.8,0.0,0.9,6.16,35.8,0.4,1.6,48.4,20,1
20305,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,15,1370,1350,1390,0.2,0.0,5.6,2.62,0.8,0.0,0.9,6.16,35.8,0.4,1.6,48.4,20,3
20306,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,18,1160,1140,1180,0.0,0.0,2.4,0.14,0.6,0.0,0.16,1.2,17.8,0.4,0.6,48.4,20,4
20307,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,22,1070,1080,1060,0.0,0.0,0.8,0.0,0.0,0.0,0.02,0.28,3.2,0.0,0.2,48.4,20,16
20308,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,26,1100,1085,1115,0.0,0.0,1.8,2.94,0.0,0.0,0.4,1.16,6.8,0.0,0.4,48.4,20,14
20309,2,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,1,1100,1120,1085,0.0,0.0,2.2,2.94,0.2,0.0,0.38,0.88,20.8,0.0,0.6,48.4,20,16
20310,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,9,1220,1210,1230,0.0,0.0,3.0,5.9,0.2,0.0,0.76,1.8,23.2,0.0,0.8,48.4,20,7
20311,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,14,1045,1050,1040,0.0,0.0,3.0,5.9,0.2,0.0,0.76,1.8,23.2,0.0,0.8,48.4,20,19
20312,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,2,1065,1050,1080,0.0,0.0,4.6,7.38,0.6,0.0,1.12,4.0,41.2,0.0,1.0,48.8,20,17
20313,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,10,1350,1370,1330,0.0,0.0,3.4,4.6,1.0,0.0,0.74,3.12,43.8,0.0,0.8,48.8,20,2
20314,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,11,1100,1105,1100,0.0,0.0,3.0,6.62,0.8,0.0,1.02,3.52,26.8,0.4,0.6,48.4,20,14
20315,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,5,1170,1110,1230,0.0,0.0,2.2,3.66,0.8,0.0,0.64,2.6,24.4,0.4,0.4,48.6,20,5
20316,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,23,1285,1220,1350,0.0,0.0,3.2,6.12,0.8,0.0,1.04,3.68,32.4,0.8,0.6,48.6,20,4
20317,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,12,1100,1070,1135,0.0,0.0,2.2,5.1,0.4,0.0,0.78,2.0,22.0,0.8,0.6,48.2,20,9
20318,1,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,13,1100,1130,1075,0.0,0.0,3.2,7.94,0.0,0.0,1.2,3.28,20.6,0.8,0.8,48.2,20,12
20319,2,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,28,1100,1055,1145,0.0,0.0,4.0,8.98,0.4,0.0,1.52,5.32,38.4,0.8,1.0,48.2,20,12
20320,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,7,1100,1055,1150,0.0,0.0,4.0,8.98,0.4,0.0,1.52,5.32,38.4,0.8,1.0,48.0,20,10
20321,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,4,1100,1125,1080,0.0,0.0,3.0,6.52,0.4,0.0,1.12,4.24,30.4,0.4,0.8,48.2,20,15
20322,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,8,1055,1050,1060,0.0,0.0,2.4,6.06,0.4,0.0,1.02,3.72,22.8,0.4,0.6,48.2,20,11
20323,2,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,25,1210,1180,1240,0.0,0.0,3.2,3.42,1.2,0.0,0.76,3.2,33.6,0.8,0.8,48.2,20,9
20324,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,6,1280,1210,1355,0.0,0.0,1.6,0.36,0.8,0.0,0.16,0.76,15.6,0.4,0.4,48.4,20,6
20325,0,0,1,24,787,18,114.7,107.6,17,0,99,23.7,0,2,48,19,1090,1060,1120,0.0,0.0,1.6,0.36,0.8,0.0,0.16,0.76,15.6,0.4,0.4,48.4,20,18
20374,1,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,15,1100,1055,1150,0.0,0.0,0.75,0.0,0.0,0.0,0.08,0.8,1.5,0.0,0.25,45.0,9,13
20375,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,22,1055,1020,1090,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.64,1.2,0.0,0.2,45.0,9,18
20376,1,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,21,1100,1105,1100,0.0,0.0,1.2,0.06,0.0,0.0,0.06,0.64,1.4,0.0,0.4,45.0,9,14
20377,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,16,1050,1050,1050,0.0,0.0,1.2,0.06,0.0,0.0,0.06,0.64,1.4,0.0,0.4,45.0,9,19
20378,1,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,14,1125,1080,1170,0.0,0.0,1.8,0.26,0.0,0.0,0.08,0.72,2.6,0.0,0.6,45.0,9,8
20379,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,18,1070,1080,1060,0.0,0.0,1.2,0.26,0.0,0.0,0.02,0.08,1.4,0.0,0.4,45.0,9,16
20380,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,20,1100,1055,1150,0.0,0.0,1.2,0.26,0.0,0.0,0.02,0.08,1.4,0.0,0.4,45.0,9,10
20381,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,25,1030,1045,1020,0.0,0.0,0.6,0.2,0.0,0.0,0.02,0.08,1.2,0.0,0.2,45.0,9,20
20382,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,19,1230,1150,1310,0.0,0.0,0.6,0.2,0.0,0.0,0.02,0.08,1.2,0.0,0.2,45.0,9,5
20386,1,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,24,1170,1110,1230,0.0,0.0,0.4,0.06,0.2,0.0,0.02,0.2,0.2,0.0,0.2,45.0,9,5
20387,0,0,0,4,14,1,1.6,4.6,0,0,11,0.5,0,0,45,23,1100,1120,1085,0.0,0.0,0.4,0.06,0.2,0.0,0.02,0.2,0.2,0.0,0.2,45.0,9,16
20427,7,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,10,1125,1130,1120,1.0,1.0,35.0,42.0,0.0,0.0,9.8,34.6,90.0,21.0,7.0,63.0,1,7
20428,13,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,5,1100,1055,1150,1.0,2.0,42.0,48.5,0.5,0.5,12.6,49.3,90.0,28.0,10.0,63.5,1,10
20429,0,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,2,1280,1210,1355,0.67,1.33,28.0,32.33,0.33,0.33,8.4,32.87,60.0,18.67,6.67,64.0,1,6
20430,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,17,1100,1120,1085,0.5,1.0,23.5,31.3,0.75,0.25,8.32,28.9,67.5,23.0,5.5,64.0,1,16
20431,9,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,16,1055,1020,1090,0.4,1.2,25.2,32.68,0.8,0.4,9.02,33.16,72.0,24.4,6.2,64.0,1,18
20432,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,14,1230,1150,1310,0.2,1.0,20.0,31.92,1.4,0.4,8.68,29.48,72.0,25.6,5.2,64.2,1,5
20433,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,26,1100,1055,1145,0.0,0.4,12.4,28.34,1.2,0.2,7.1,19.36,72.0,23.4,3.0,64.0,1,12
20434,3,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,1,1045,1050,1040,0.0,0.4,14.6,30.06,1.2,0.2,7.32,19.8,90.0,23.4,3.6,64.0,1,19
20435,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,15,1160,1140,1180,0.0,0.4,16.4,28.04,1.0,0.2,6.46,19.16,90.0,17.4,3.6,64.0,1,4
20436,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,9,1210,1180,1240,0.0,0.0,12.4,25.62,1.0,0.0,4.9,11.16,90.0,12.2,2.2,63.8,1,9
20437,13,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,19,1095,1125,1065,0.2,0.6,18.2,24.54,0.6,0.2,5.6,19.92,90.0,11.4,4.4,63.8,1,15
20438,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,23,1100,1110,1090,0.2,0.6,17.8,18.36,0.8,0.2,4.68,18.04,86.0,10.4,4.4,64.2,1,13
20439,1,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,24,1100,1125,1080,0.2,0.6,16.4,16.9,0.8,0.2,4.62,18.84,70.6,10.4,4.0,64.0,1,15
20440,0,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,25,1190,1150,1230,0.2,0.6,12.8,18.54,0.6,0.2,4.76,16.56,57.8,12.4,3.6,64.0,1,8
20441,3,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,25,1100,1055,1150,0.2,0.6,13.4,27.78,0.4,0.2,6.06,17.44,57.8,15.2,3.8,64.2,1,13
20442,3,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,20,1040,1020,1060,0.0,0.0,8.4,30.38,0.2,0.0,5.42,9.24,57.8,14.4,1.8,64.4,1,20
20443,0,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,7,1100,1085,1115,0.0,0.0,6.6,29.14,0.0,0.0,4.84,8.44,43.8,10.6,1.4,64.0,1,14
20444,2,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,3,1030,1045,1020,0.0,0.0,9.2,40.74,0.2,0.0,6.46,11.2,59.2,12.6,1.6,64.0,1,20
20445,14,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,11,1100,1130,1075,0.0,0.4,19.8,43.58,0.4,0.4,9.08,25.36,70.8,21.8,4.4,63.8,1,12
20446,0,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,4,1175,1180,1170,0.0,0.4,16.6,29.52,0.4,0.4,7.02,22.44,55.6,18.2,3.8,63.8,1,11
20447,1,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,8,1350,1370,1330,0.0,0.4,16.0,21.62,0.6,0.4,5.86,22.52,55.6,14.4,3.4,63.4,1,2
20448,0,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,6,1100,1125,1080,0.0,0.4,16.0,21.62,0.6,0.4,5.86,22.52,55.6,14.4,3.4,63.6,1,17
20449,0,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,22,1050,1050,1050,0.0,0.4,12.6,9.76,0.4,0.4,4.08,18.52,37.6,12.4,3.0,63.8,1,19
20450,1,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,28,1240,1210,1270,0.0,0.0,3.2,4.32,0.4,0.0,1.04,6.0,38.8,0.0,0.4,63.6,1,3
20451,8,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,21,1105,1050,1160,0.0,0.4,8.6,5.98,0.8,0.2,2.8,13.84,49.6,8.0,2.0,63.8,1,6
20452,7,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,12,1125,1080,1170,0.2,0.8,12.8,10.54,1.4,0.2,3.64,15.68,49.6,10.0,3.2,63.8,1,8
20453,3,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,27,1220,1210,1230,0.2,1.0,17.8,28.52,1.6,0.2,6.58,21.36,67.6,15.8,3.8,63.6,1,7
20454,1,6,4,104,1985,23,762.5,586.0,462,16,458,181.3,0,7,62,13,1370,1350,1390,0.2,1.0,20.6,34.28,1.8,0.2,7.98,26.92,85.6,18.4,4.0,63.4,1,3
20488,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,2,1100,1085,1115,0.0,0.0,15.0,6.3,1.0,0.0,1.9,12.6,90.0,0.0,2.0,50.0,9,14
20489,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,3,1145,1140,1150,0.0,0.0,13.5,19.15,1.5,0.0,3.5,13.0,74.5,3.0,1.5,50.0,9,10
20490,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,10,1175,1180,1170,0.0,0.0,9.67,13.5,1.0,0.0,2.7,9.4,56.0,4.33,1.33,49.67,9,11
20491,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,16,1050,1050,1050,0.0,0.0,9.5,13.8,0.75,0.0,2.7,8.25,53.25,5.0,1.25,49.5,9,19
20492,11,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,4,1280,1210,1355,0.4,0.4,13.8,17.04,0.6,0.0,3.38,11.36,57.8,5.4,3.2,49.6,9,6
20493,3,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,20,1100,1055,1150,0.4,0.4,13.4,20.68,0.4,0.0,3.76,11.08,57.8,5.8,3.4,49.4,9,10
20494,3,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,21,1100,1105,1100,0.4,0.4,14.2,16.54,0.0,0.0,3.36,11.12,64.0,5.8,3.8,49.2,9,14
20495,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,17,1350,1370,1330,0.4,0.4,15.4,17.78,0.4,0.0,3.48,12.44,78.2,4.4,3.8,49.2,9,2
20496,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,13,1065,1050,1080,0.4,0.4,16.0,15.64,0.8,0.0,3.58,12.92,84.4,7.2,4.0,49.2,9,17
20497,-1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,26,1100,1125,1080,0.0,0.0,10.4,13.7,1.0,0.0,2.88,8.92,85.2,6.2,1.6,49.0,9,15
20498,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,23,1100,1120,1085,0.0,0.0,11.0,10.74,1.2,0.0,2.54,8.6,85.2,6.2,1.4,49.0,9,16
20499,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,11,1095,1125,1065,0.0,0.0,10.0,10.84,1.4,0.0,2.22,6.6,80.6,5.0,1.0,49.0,9,15
20500,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,22,1055,1020,1090,0.0,0.0,11.0,9.74,1.8,0.0,2.08,6.04,74.6,5.2,1.2,49.0,9,18
20501,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,18,1070,1080,1060,0.0,0.0,11.8,12.1,1.6,0.0,2.26,8.28,77.4,2.4,1.2,49.0,9,16
20502,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,1,1090,1060,1120,0.0,0.0,12.0,9.04,1.6,0.0,2.1,8.72,64.6,3.4,1.6,49.2,9,18
20503,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,19,1230,1150,1310,0.0,0.0,12.4,10.02,1.8,0.0,2.3,9.68,64.6,3.4,1.6,49.2,9,5
20504,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,14,1125,1080,1170,0.0,0.0,12.6,12.58,2.2,0.0,2.72,11.04,69.2,3.6,1.8,49.2,9,8
20505,3,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,12,1040,1020,1060,0.0,0.0,11.8,13.2,1.4,0.0,2.86,10.68,71.2,4.8,2.0,49.2,9,20
20506,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,5,1125,1130,1120,0.0,0.0,9.8,12.68,1.2,0.0,2.36,7.64,55.8,3.4,1.8,49.2,9,7
20507,6,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,6,1100,1130,1075,0.2,0.4,14.2,22.9,1.2,0.0,3.46,9.44,70.6,2.4,2.8,49.0,9,12
20508,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,25,1030,1045,1020,0.2,0.4,13.0,25.3,0.8,0.0,3.68,9.0,70.6,2.6,2.8,49.0,9,20
20509,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,7,1160,1140,1180,0.2,0.4,14.2,26.08,1.4,0.0,3.86,9.92,70.6,2.6,2.8,49.0,9,4
20510,0,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,27,1055,1050,1060,0.2,0.4,12.4,24.88,1.4,0.0,3.52,9.08,56.6,1.2,2.2,49.0,9,11
20511,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,15,1100,1055,1150,0.2,0.4,13.4,32.0,1.6,0.0,4.66,12.0,72.0,2.4,2.2,49.0,9,13
20512,0,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,8,1370,1350,1390,0.0,0.0,8.2,20.78,1.4,0.0,3.2,9.0,54.0,2.0,1.0,49.0,9,3
20513,1,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,9,1355,1350,1360,0.0,0.0,6.8,15.64,1.4,0.0,2.44,7.08,40.8,1.4,0.8,49.0,9,1
20514,0,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,28,1100,1125,1080,0.0,0.0,3.2,9.94,0.2,0.0,1.54,4.08,22.8,1.2,0.4,49.0,9,17
20515,2,0,3,54,1775,30,423.7,251.0,97,4,310,77.2,1,5,48,24,1170,1110,1230,0.0,0.0,5.6,11.04,0.4,0.0,1.88,6.32,40.8,1.2,0.8,49.0,9,5
20518,1,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,25,1090,1060,1120,0.0,0.0,0.0,0.47,0.0,0.0,0.33,2.33,4.0,0.67,0.33,44.67,3,18
20519,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,12,1100,1055,1150,0.0,0.0,0.0,0.35,0.0,0.0,0.25,1.75,3.0,0.5,0.25,44.75,3,13
20520,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,1,1125,1080,1170,0.0,0.0,0.0,0.28,0.0,0.0,0.2,1.4,2.4,0.4,0.2,44.8,3,8
20521,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,25,1100,1110,1090,0.0,0.0,0.0,0.28,0.0,0.0,0.2,1.4,2.4,0.4,0.2,44.6,3,13
20522,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,16,1070,1080,1060,0.0,0.0,0.0,0.28,0.0,0.0,0.2,1.4,2.4,0.4,0.2,44.6,3,16
20523,1,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,24,1050,1050,1050,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,44.6,3,19
20524,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,19,1045,1050,1040,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,44.4,3,19
20525,1,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,21,1100,1055,1145,0.0,0.0,0.8,0.06,0.0,0.0,0.1,0.44,1.6,0.4,0.4,44.2,3,12
20526,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,17,1220,1210,1230,0.0,0.0,0.8,0.06,0.0,0.0,0.1,0.44,1.6,0.4,0.4,44.2,3,7
20527,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,15,1030,1045,1020,0.0,0.0,0.8,0.06,0.0,0.0,0.1,0.44,1.6,0.4,0.4,44.2,3,20
20528,1,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,27,1065,1050,1080,0.0,0.0,0.2,0.74,0.0,0.0,0.48,0.92,13.2,3.0,0.4,44.2,3,17
20529,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,8,1100,1070,1135,0.0,0.0,0.2,0.74,0.0,0.0,0.48,0.92,13.2,3.0,0.4,44.4,3,9
20530,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,20,1280,1210,1355,0.0,0.0,0.0,0.68,0.0,0.0,0.38,0.48,11.8,2.6,0.2,44.4,3,6
20531,0,0,0,5,86,0,5.3,11.6,19,0,7,3.6,0,0,44,2,1100,1130,1075,0.0,0.0,0.0,0.68,0.0,0.0,0.38,0.48,11.8,2.6,0.2,44.6,3,12
