id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x,team_strength_rank,opponent_strength_rank,opponent_strength_overall,opponent_strength_attack,opponent_strength_defence
82,Antoine Semenyo,45,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,FALSE,Bournemouth,12,18,1055,1020,1090
283,Antonee Robinson,46,DEF,Fulham,Newcastle,2024-04-06T14:00:00Z,TRUE,Fulham,11,6,1280,1210,1355
372,Antony Matheus dos Santos,68,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,TRUE,Man Utd,7,3,1370,1350,1390
656,Antwoine Hackford,44,FWD,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,TRUE,Sheffield Utd,20,8,1190,1150,1230
331,Aribim Pepple,45,FWD,Luton,Bournemouth,2024-04-06T14:00:00Z,TRUE,Luton,18,12,1100,1130,1075
172,Arijanet Muric,43,GKP,Everton,Burnley,2024-04-06T14:00:00Z,FALSE,Burnley,19,15,1095,1125,1065
193,Armando Broja,49,FWD,Fulham,Newcastle,2024-04-06T14:00:00Z,TRUE,Fulham,11,6,1280,1210,1355
601,Arnaut Danjuma Groeneveld,52,MID,Everton,Burnley,2024-04-06T14:00:00Z,TRUE,Everton,15,19,1050,1050,1050
702,Ashley Phillips,40,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,TRUE,Spurs,5,17,1100,1125,1080
588,Ashley Young,44,DEF,Everton,Burnley,2024-04-06T14:00:00Z,TRUE,Everton,15,19,1050,1050,1050
27,Auston Trusty,39,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,TRUE,Sheffield Utd,20,8,1190,1150,1230
611,Axel Disasi,49,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,FALSE,Chelsea,8,20,1030,1045,1020
831,Axel Piesold,45,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,TRUE,Luton,18,12,1100,1130,1075
357,Aymeric Laporte,49,DEF,Crystal Palace,Man City,2024-04-06T11:30:00Z,FALSE,Man City,1,16,1070,1080,1060
175,Bailey Peacock-Farrell,40,GKP,Everton,Burnley,2024-04-06T14:00:00Z,FALSE,Burnley,19,15,1095,1125,1065
152,Bart Verbruggen,44,GKP,Brighton,Arsenal,2024-04-06T16:30:00Z,TRUE,Brighton,9,2,1365,1370,1360
671,Bashir Humphreys,40,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,FALSE,Chelsea,8,20,1030,1045,1020
775,Ben Brereton,50,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,TRUE,Sheffield Utd,20,8,1190,1150,1230
195,Ben Chilwell,54,DEF,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,FALSE,Chelsea,8,20,1030,1045,1020
495,Ben Davies,43,DEF,Spurs,Nott'm Forest,2024-04-07T17:00:00Z,TRUE,Spurs,5,17,1100,1125,1080
628,Ben Doak,43,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,FALSE,Liverpool,3,7,1125,1130,1120
252,Ben Godfrey,43,DEF,Everton,Burnley,2024-04-06T14:00:00Z,TRUE,Everton,15,19,1050,1050,1050
619,Ben Greenwood,40,DEF,Luton,Bournemouth,2024-04-06T14:00:00Z,FALSE,Bournemouth,12,18,1055,1020,1090
746,Ben Jackson,40,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,TRUE,Brighton,9,2,1365,1370,1360
536,Ben Johnson,44,DEF,Wolves,West Ham,2024-04-06T14:00:00Z,FALSE,West Ham,10,14,1100,1085,1115
109,Ben Mee,48,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,FALSE,Brentford,13,4,1160,1140,1180
489,Ben Osborn,48,MID,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,TRUE,Sheffield Utd,20,8,1190,1150,1230
739,Ben Parkinson,45,FWD,Fulham,Newcastle,2024-04-06T14:00:00Z,FALSE,Newcastle,6,11,1055,1050,1060
79,Ben Pearson,45,MID,Luton,Bournemouth,2024-04-06T14:00:00Z,FALSE,Bournemouth,12,18,1055,1020,1090
742,Benicio Baker-Boaitey,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,TRUE,Brighton,9,2,1365,1370,1360
797,Benjamin Fredrick,40,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,FALSE,Brentford,13,4,1160,1140,1180
29,Benjamin White,58,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,FALSE,Arsenal,2,9,1100,1070,1135
344,Bernardo Veiga de Carvalho e Silva,62,MID,Crystal Palace,Man City,2024-04-06T11:30:00Z,FALSE,Man City,1,16,1070,1080,1060
275,Bernd Leno,48,GKP,Fulham,Newcastle,2024-04-06T14:00:00Z,TRUE,Fulham,11,6,1280,1210,1355
822,Billy Blacker,45,FWD,Sheffield Utd,Chelsea,2024-04-07T16:30:00Z,TRUE,Sheffield Utd,20,8,1190,1150,1230
133,Billy Gilmour,48,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,TRUE,Brighton,9,2,1365,1370,1360
627,Bobby Clark,44,MID,Man Utd,Liverpool,2024-04-07T14:30:00Z,FALSE,Liverpool,3,7,1125,1130,1120
270,Bobby De Cordova-Reid,53,MID,Fulham,Newcastle,2024-04-06T14:00:00Z,TRUE,Fulham,11,6,1280,1210,1355
179,Bobby Thomas,40,DEF,Everton,Burnley,2024-04-06T14:00:00Z,FALSE,Burnley,19,15,1095,1125,1065
47,Boubacar Kamara,50,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,TRUE,Aston Villa,4,13,1100,1055,1150
737,Bradley Ibrahim,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,FALSE,Arsenal,2,9,1100,1070,1135
